order_id,customer_id,order_date,total_amount,discount_applied,discount_percentage
O0004200,C00370,2024-02-19,169.16,No,0
O0004201,C00370,2024-03-25,230.33,No,0
O0004202,C00370,2024-03-31,547.25,No,0
O0004203,C00370,2024-04-29,674.94,No,0
O0004204,C00371,2024-03-13,394.14,Yes,25
O0004205,C00371,2024-04-15,395.9,No,0
O0004206,C00371,2024-05-29,651.51,Yes,10
O0004207,C00372,2022-06-30,771.61,Yes,10
O0004208,C00372,2022-07-27,75.23,Yes,25
O0004209,C00372,2022-10-23,182.37,No,0
O0004210,C00372,2022-11-05,83.43,No,0
O0004211,C00372,2022-12-18,248.71,No,0
O0004212,C00372,2023-01-01,1054.16,No,0
O0004213,C00372,2023-01-12,232.14,Yes,10
O0004214,C00372,2023-01-13,349.83,Yes,20
O0004215,C00372,2023-01-30,195.82,No,0
O0004216,C00372,2023-03-06,735.74,No,0
O0004217,C00372,2023-03-08,357.19,No,0
O0004218,C00372,2023-04-03,940.04,No,0
O0004219,C00372,2023-10-14,439.58,No,0
O0004220,C00372,2024-03-16,264.7,No,0
O0004221,C00372,2024-03-28,197.43,No,0
O0004222,C00372,2024-05-04,734.38,No,0
O0004223,C00372,2024-05-14,442.32,No,0
O0004224,C00372,2024-05-18,87.61,No,0
O0004225,C00373,2022-05-19,165.29,No,0
O0004226,C00373,2022-05-25,722.94,No,0
O0004227,C00373,2022-05-27,258.2,No,0
O0004228,C00373,2022-08-03,123.45,Yes,25
O0004229,C00373,2022-09-01,555.08,No,0
O0004230,C00373,2022-10-24,98.53,No,0
O0004231,C00373,2022-11-27,1172.23,No,0
O0004232,C00373,2022-11-30,344.67,Yes,10
O0004233,C00373,2023-01-27,445.36,No,0
O0004234,C00373,2023-09-24,269.09,No,0
O0004235,C00373,2023-09-30,88.65,Yes,20
O0004236,C00373,2024-04-03,918.42,Yes,25
O0004237,C00373,2024-06-20,473.82,No,0
O0004238,C00373,2024-06-29,108.52,No,0
O0004239,C00374,2022-08-21,198.19,No,0
O0004240,C00374,2022-09-09,151.63,Yes,10
O0004241,C00374,2022-09-27,326.6,No,0
O0004242,C00374,2022-10-30,804.48,No,0
O0004243,C00375,2023-06-20,538.59,Yes,15
O0004244,C00375,2023-06-30,554.71,Yes,5
O0004245,C00375,2023-07-31,133.23,No,0
O0004246,C00375,2023-08-04,268.57,Yes,10
O0004247,C00376,2024-03-24,894.53,No,0
O0004248,C00376,2024-03-27,226.21,Yes,15
O0004249,C00376,2024-03-29,101.35,No,0
O0004250,C00377,2023-04-17,331.75,No,0
O0004251,C00377,2023-05-09,245.03,Yes,5
O0004252,C00377,2023-05-12,418.96,Yes,10
O0004253,C00377,2023-07-19,780.23,No,0
O0004254,C00377,2023-07-26,261.12,Yes,20
O0004255,C00377,2023-07-31,595.07,No,0
O0004256,C00377,2023-08-31,191.23,Yes,20
O0004257,C00377,2023-09-27,264.23,Yes,20
O0004258,C00377,2023-11-01,391.55,Yes,20
O0004259,C00377,2024-02-10,318.05,Yes,20
O0004260,C00377,2024-02-18,720.44,No,0
O0004261,C00377,2024-03-05,262.28,No,0
O0004262,C00377,2024-03-14,451.23,Yes,5
O0004263,C00377,2024-03-25,555.1,No,0
O0004264,C00377,2024-05-07,396.65,Yes,10
O0004265,C00377,2024-05-19,425.46,Yes,5
O0004266,C00378,2022-04-24,205.13,Yes,20
O0004267,C00378,2022-06-07,238.36,Yes,15
O0004268,C00378,2022-06-15,296.86,Yes,10
O0004269,C00378,2022-08-31,430.18,No,0
O0004270,C00378,2022-10-26,875.23,No,0
O0004271,C00378,2022-11-23,113.46,Yes,25
O0004272,C00378,2023-01-26,95.41,No,0
O0004273,C00378,2023-02-01,212.25,No,0
O0004274,C00378,2023-03-19,55.54,Yes,15
O0004275,C00378,2023-04-28,303.93,No,0
O0004276,C00378,2023-07-17,94.42,No,0
O0004277,C00378,2023-08-03,358.45,Yes,15
O0004278,C00378,2023-08-07,392.4,No,0
O0004279,C00378,2023-08-27,904.38,No,0
O0004280,C00378,2023-10-17,540.39,No,0
O0004281,C00378,2023-10-25,896.11,No,0
O0004282,C00378,2024-02-04,292.0,No,0
O0004283,C00379,2024-02-24,269.26,No,0
O0004284,C00379,2024-03-15,353.46,No,0
O0004285,C00380,2023-12-03,235.94,No,0
O0004286,C00380,2024-02-07,1503.18,No,0
O0004287,C00380,2024-02-16,866.67,Yes,10
O0004288,C00380,2024-02-19,360.88,No,0
O0004289,C00380,2024-03-31,544.95,No,0
O0004290,C00380,2024-04-12,452.52,Yes,20
O0004291,C00380,2024-05-08,77.33,No,0
O0004292,C00380,2024-05-15,158.78,No,0
O0004293,C00380,2024-06-28,752.9,No,0
O0004294,C00381,2023-10-02,898.1,No,0
O0004295,C00381,2023-10-17,106.34,No,0
O0004296,C00381,2023-12-05,365.69,No,0
O0004297,C00381,2023-12-07,605.64,No,0
O0004298,C00381,2024-01-11,727.97,No,0
O0004299,C00381,2024-03-16,142.3,No,0
O0004300,C00381,2024-03-21,541.2,No,0
O0004301,C00381,2024-03-23,533.59,No,0
O0004302,C00381,2024-04-05,328.94,No,0
O0004303,C00381,2024-06-16,157.1,No,0
O0004304,C00382,2022-03-27,96.05,Yes,5
O0004305,C00382,2022-04-30,190.97,No,0
O0004306,C00382,2022-05-06,233.8,Yes,5
O0004307,C00383,2022-10-18,326.06,No,0
O0004308,C00383,2022-10-24,140.43,No,0
O0004309,C00383,2022-10-28,637.64,No,0
O0004310,C00383,2023-01-01,365.76,No,0
O0004311,C00383,2023-01-15,380.25,Yes,25
O0004312,C00383,2023-02-16,496.66,No,0
O0004313,C00383,2023-03-19,437.1,No,0
O0004314,C00383,2023-05-09,595.45,No,0
O0004315,C00383,2023-05-30,161.0,No,0
O0004316,C00383,2023-06-08,461.51,No,0
O0004317,C00383,2023-06-13,303.49,No,0
O0004318,C00383,2023-06-15,548.96,No,0
O0004319,C00383,2023-06-20,441.71,No,0
O0004320,C00383,2023-09-07,89.44,No,0
O0004321,C00383,2023-09-12,368.42,No,0
O0004322,C00383,2023-11-02,220.28,Yes,10
O0004323,C00383,2023-11-03,476.13,No,0
O0004324,C00383,2023-11-05,313.29,Yes,10
O0004325,C00383,2023-11-23,528.43,No,0
O0004326,C00383,2023-12-05,266.48,No,0
O0004327,C00383,2024-01-03,1317.49,No,0
O0004328,C00383,2024-02-02,316.87,No,0
O0004329,C00383,2024-02-05,155.94,No,0
O0004330,C00383,2024-02-14,121.03,Yes,5
O0004331,C00383,2024-02-16,1301.09,Yes,10
O0004332,C00383,2024-03-20,155.06,No,0
O0004333,C00383,2024-04-07,693.42,No,0
O0004334,C00383,2024-04-17,346.37,No,0
O0004335,C00383,2024-05-09,798.42,No,0
O0004336,C00383,2024-06-19,401.66,No,0
O0004337,C00383,2024-06-22,667.83,No,0
O0004338,C00384,2024-03-31,451.35,No,0
O0004339,C00384,2024-05-16,439.86,No,0
O0004340,C00385,2023-06-06,148.07,No,0
O0004341,C00385,2023-09-25,107.57,Yes,20
O0004342,C00385,2024-01-19,1297.29,Yes,10
O0004343,C00385,2024-03-23,305.21,No,0
O0004344,C00386,2023-06-27,153.07,Yes,15
O0004345,C00386,2023-12-07,120.37,No,0
O0004346,C00386,2024-01-13,217.69,Yes,20
O0004347,C00386,2024-03-03,372.7,Yes,20
O0004348,C00386,2024-04-01,590.74,No,0
O0004349,C00386,2024-04-04,377.2,Yes,25
O0004350,C00386,2024-05-19,349.32,Yes,15
O0004351,C00387,2023-10-14,309.97,No,0
O0004352,C00387,2023-11-16,177.57,No,0
O0004353,C00387,2023-12-08,341.58,Yes,20
O0004354,C00387,2024-02-07,173.08,No,0
O0004355,C00387,2024-02-11,133.97,Yes,15
O0004356,C00387,2024-04-12,525.47,Yes,20
O0004357,C00387,2024-05-22,93.56,No,0
O0004358,C00388,2024-03-26,529.76,No,0
O0004359,C00389,2022-04-26,957.11,Yes,5
O0004360,C00389,2022-05-03,124.27,No,0
O0004361,C00389,2022-06-22,159.81,Yes,10
O0004362,C00389,2022-06-23,88.79,Yes,20
O0004363,C00389,2022-07-22,204.62,Yes,20
O0004364,C00389,2022-08-31,165.67,Yes,5
O0004365,C00389,2022-09-07,519.65,Yes,5
O0004366,C00389,2022-11-24,301.39,Yes,20
O0004367,C00389,2022-11-26,226.06,Yes,15
O0004368,C00389,2022-11-28,68.41,Yes,10
O0004369,C00389,2023-01-02,451.94,Yes,15
O0004370,C00389,2023-02-10,210.34,No,0
O0004371,C00389,2023-02-18,1198.41,Yes,5
O0004372,C00389,2023-03-06,356.98,Yes,20
O0004373,C00389,2023-05-30,368.21,Yes,15
O0004374,C00389,2023-08-09,533.58,No,0
O0004375,C00389,2023-09-18,649.51,No,0
O0004376,C00389,2023-10-12,252.42,Yes,15
O0004377,C00389,2023-10-13,96.52,No,0
O0004378,C00389,2023-10-17,110.06,Yes,25
O0004379,C00389,2023-10-24,72.05,Yes,25
O0004380,C00389,2023-12-05,463.15,Yes,10
O0004381,C00389,2024-01-12,1409.58,Yes,25
O0004382,C00389,2024-04-01,291.0,No,0
O0004383,C00389,2024-06-21,257.17,Yes,5
O0004384,C00389,2024-06-29,200.96,Yes,10
O0004385,C00390,2023-07-30,771.89,Yes,25
O0004386,C00390,2023-09-10,360.88,Yes,20
O0004387,C00390,2023-09-14,96.8,No,0
O0004388,C00391,2023-11-02,357.27,No,0
O0004389,C00391,2023-12-11,257.78,No,0
O0004390,C00391,2024-01-08,593.17,No,0
O0004391,C00391,2024-01-14,86.06,No,0
O0004392,C00391,2024-01-24,283.44,No,0
O0004393,C00391,2024-01-30,360.8,No,0
O0004394,C00391,2024-02-07,541.14,Yes,10
O0004395,C00391,2024-03-09,564.85,No,0
O0004396,C00391,2024-03-20,489.52,Yes,20
O0004397,C00391,2024-04-25,1075.49,No,0
O0004398,C00391,2024-06-29,114.17,Yes,20
O0004399,C00392,2022-09-26,485.94,Yes,5
O0004400,C00392,2022-11-13,731.72,Yes,5
O0004401,C00392,2023-01-01,137.94,Yes,15
O0004402,C00392,2023-01-10,476.56,No,0
O0004403,C00392,2023-02-19,200.36,Yes,10
O0004404,C00392,2023-03-20,162.23,Yes,10
O0004405,C00392,2023-04-05,1308.45,No,0
O0004406,C00392,2023-04-23,906.28,No,0
O0004407,C00392,2023-07-04,717.7,Yes,5
O0004408,C00392,2023-07-07,903.82,Yes,10
O0004409,C00392,2023-08-30,411.96,Yes,25
O0004410,C00392,2023-10-18,397.6,No,0
O0004411,C00392,2023-10-20,332.59,Yes,20
O0004412,C00392,2023-11-02,517.43,Yes,20
O0004413,C00392,2023-12-14,371.27,No,0
O0004414,C00392,2024-01-15,80.07,Yes,20
O0004415,C00392,2024-02-21,179.4,Yes,20
O0004416,C00392,2024-02-27,899.35,No,0
O0004417,C00392,2024-03-15,303.71,Yes,15
O0004418,C00392,2024-03-23,297.2,Yes,5
O0004419,C00392,2024-06-05,188.83,No,0
O0004420,C00393,2022-06-13,613.89,No,0
O0004421,C00393,2022-10-05,319.99,No,0
O0004422,C00393,2022-11-05,96.34,No,0
O0004423,C00393,2022-12-31,672.57,No,0
O0004424,C00394,2022-11-27,92.01,Yes,10
O0004425,C00394,2022-11-29,450.2,Yes,25
O0004426,C00394,2022-12-20,223.85,Yes,20
O0004427,C00394,2022-12-29,578.92,Yes,15
O0004428,C00394,2023-01-30,246.24,Yes,20
O0004429,C00394,2023-02-10,234.12,Yes,15
O0004430,C00394,2023-05-12,108.73,Yes,10
O0004431,C00394,2023-05-17,293.35,Yes,25
O0004432,C00394,2023-05-24,175.92,Yes,5
O0004433,C00394,2023-07-15,167.42,Yes,15
O0004434,C00394,2023-07-25,157.96,No,0
O0004435,C00394,2023-08-28,206.76,Yes,15
O0004436,C00394,2023-09-04,71.79,Yes,10
O0004437,C00394,2023-11-17,76.26,Yes,20
O0004438,C00394,2024-02-26,221.68,Yes,25
O0004439,C00394,2024-03-05,86.24,Yes,15
O0004440,C00394,2024-06-23,80.9,Yes,20
O0004441,C00395,2023-07-20,252.93,No,0
O0004442,C00395,2023-07-30,285.67,Yes,10
O0004443,C00395,2023-09-12,63.3,Yes,15
O0004444,C00395,2023-10-20,554.95,No,0
O0004445,C00395,2023-11-18,255.11,Yes,10
O0004446,C00395,2024-02-18,85.48,No,0
O0004447,C00396,2022-08-12,370.6,No,0
O0004448,C00396,2022-08-21,308.27,No,0
O0004449,C00396,2022-09-20,161.71,No,0
O0004450,C00396,2022-11-16,661.53,Yes,5
O0004451,C00396,2022-12-16,415.45,No,0
O0004452,C00396,2023-01-02,548.85,No,0
O0004453,C00396,2023-02-25,733.53,No,0
O0004454,C00396,2023-08-29,843.95,Yes,10
O0004455,C00396,2023-08-31,196.96,No,0
O0004456,C00396,2023-09-05,82.4,No,0
O0004457,C00396,2023-11-23,124.51,Yes,5
O0004458,C00396,2023-12-30,324.91,No,0
O0004459,C00396,2024-01-22,134.2,Yes,20
O0004460,C00396,2024-04-25,567.58,Yes,10
O0004461,C00396,2024-05-28,96.71,No,0
O0004462,C00397,2022-09-01,690.71,No,0
O0004463,C00397,2022-09-07,419.15,No,0
O0004464,C00397,2022-09-09,479.37,No,0
O0004465,C00397,2022-09-18,439.9,No,0
O0004466,C00397,2022-10-07,474.57,No,0
O0004467,C00397,2022-10-19,801.03,No,0
O0004468,C00397,2022-12-11,630.64,Yes,5
O0004469,C00397,2022-12-29,197.17,No,0
O0004470,C00397,2023-01-28,426.53,Yes,15
O0004471,C00397,2023-03-13,500.46,No,0
O0004472,C00397,2023-03-24,353.59,No,0
O0004473,C00397,2023-03-25,772.44,No,0
O0004474,C00397,2023-04-28,160.22,No,0
O0004475,C00397,2023-05-02,136.09,No,0
O0004476,C00397,2023-05-27,406.13,No,0
O0004477,C00397,2023-05-31,837.49,No,0
O0004478,C00397,2023-07-24,296.18,Yes,10
O0004479,C00397,2023-07-29,456.47,Yes,15
O0004480,C00397,2023-08-12,144.95,No,0
O0004481,C00397,2023-08-13,603.58,No,0
O0004482,C00397,2023-09-12,102.48,No,0
O0004483,C00397,2023-09-23,166.79,No,0
O0004484,C00397,2023-10-17,117.49,Yes,20
O0004485,C00397,2023-10-23,143.0,Yes,25
O0004486,C00397,2023-11-24,132.03,No,0
O0004487,C00397,2023-12-08,846.77,No,0
O0004488,C00397,2024-01-10,433.86,No,0
O0004489,C00397,2024-01-29,1156.26,No,0
O0004490,C00397,2024-03-11,717.09,No,0
O0004491,C00397,2024-04-04,101.61,No,0
O0004492,C00397,2024-04-11,134.71,Yes,10
O0004493,C00397,2024-05-13,548.69,No,0
O0004494,C00397,2024-06-05,427.23,No,0
O0004495,C00397,2024-06-21,328.52,Yes,10
O0004496,C00397,2024-06-29,93.59,No,0
O0004497,C00398,2022-03-28,324.69,Yes,15
O0004498,C00398,2022-04-08,623.37,Yes,20
O0004499,C00398,2022-04-29,426.1,No,0
O0004500,C00398,2022-06-15,130.61,Yes,20
O0004501,C00398,2022-06-23,307.56,Yes,20
O0004502,C00398,2022-07-26,955.88,Yes,5
O0004503,C00398,2022-08-20,551.06,No,0
O0004504,C00398,2022-09-28,282.05,Yes,20
O0004505,C00398,2022-10-02,583.68,Yes,10
O0004506,C00398,2022-10-18,547.94,Yes,25
O0004507,C00398,2022-10-30,543.17,Yes,10
O0004508,C00398,2023-01-21,398.76,Yes,15
O0004509,C00398,2023-02-15,380.66,Yes,10
O0004510,C00398,2023-03-13,181.75,Yes,25
O0004511,C00398,2023-03-18,1388.69,Yes,5
O0004512,C00398,2023-03-26,321.17,Yes,15
O0004513,C00398,2023-05-21,359.07,Yes,10
O0004514,C00398,2023-05-30,242.26,Yes,25
O0004515,C00398,2023-07-25,93.35,No,0
O0004516,C00398,2023-08-04,825.69,Yes,25
O0004517,C00398,2023-08-07,457.88,Yes,10
O0004518,C00398,2023-09-02,691.02,No,0
O0004519,C00398,2023-10-27,288.81,Yes,10
O0004520,C00398,2023-11-04,1232.44,Yes,10
O0004521,C00398,2023-11-30,721.56,Yes,25
O0004522,C00398,2023-12-01,78.74,Yes,5
O0004523,C00398,2024-01-07,121.98,Yes,20
O0004524,C00398,2024-01-15,497.54,Yes,10
O0004525,C00398,2024-01-27,292.03,Yes,5
O0004526,C00398,2024-02-02,372.28,Yes,5
O0004527,C00398,2024-04-09,319.22,Yes,5
O0004528,C00399,2022-11-02,794.19,No,0
O0004529,C00399,2022-12-03,509.91,No,0
O0004530,C00399,2023-02-23,102.14,Yes,10
O0004531,C00399,2023-03-25,147.36,No,0
O0004532,C00399,2023-05-05,330.09,Yes,20
O0004533,C00399,2023-06-11,285.64,No,0
O0004534,C00399,2023-06-21,624.08,No,0
O0004535,C00399,2023-07-01,327.73,No,0
O0004536,C00399,2023-09-04,715.76,Yes,10
O0004537,C00399,2023-10-20,97.12,No,0
O0004538,C00399,2023-11-03,341.36,No,0
O0004539,C00399,2023-11-25,163.97,No,0
O0004540,C00399,2024-02-04,289.6,No,0
O0004541,C00399,2024-05-03,298.52,No,0
O0004542,C00399,2024-06-25,1108.54,No,0
O0004543,C00399,2024-06-28,673.59,No,0
O0004544,C00400,2023-12-04,511.49,No,0
O0004545,C00401,2023-09-13,87.45,No,0
O0004546,C00401,2023-09-18,175.78,Yes,15
O0004547,C00401,2023-09-27,303.6,No,0
O0004548,C00401,2023-10-26,984.89,No,0
O0004549,C00401,2023-11-28,75.46,Yes,25
O0004550,C00401,2023-12-24,163.99,No,0
O0004551,C00401,2023-12-28,83.55,No,0
O0004552,C00401,2024-01-01,92.67,No,0
O0004553,C00401,2024-02-04,435.72,No,0
O0004554,C00401,2024-03-16,513.93,Yes,20
O0004555,C00401,2024-04-15,887.86,Yes,15
O0004556,C00401,2024-05-01,671.1,No,0
O0004557,C00401,2024-06-07,666.48,No,0
O0004558,C00401,2024-06-09,495.78,No,0
O0004559,C00402,2024-03-18,660.8,Yes,20
O0004560,C00403,2023-01-08,85.41,Yes,10
O0004561,C00404,2022-10-29,1396.1,No,0
O0004562,C00404,2022-11-24,361.7,Yes,15
O0004563,C00404,2023-02-02,439.23,No,0
O0004564,C00404,2023-03-08,242.29,Yes,15
O0004565,C00404,2023-04-18,534.12,Yes,25
O0004566,C00404,2023-05-11,245.41,No,0
O0004567,C00404,2023-05-26,149.24,Yes,20
O0004568,C00404,2023-06-01,366.46,No,0
O0004569,C00404,2023-06-02,219.28,No,0
O0004570,C00404,2023-08-01,619.37,No,0
O0004571,C00404,2023-08-27,146.46,No,0
O0004572,C00404,2023-09-04,114.56,Yes,5
O0004573,C00404,2023-09-28,406.27,No,0
O0004574,C00404,2023-09-29,175.1,Yes,15
O0004575,C00404,2023-10-10,238.25,No,0
O0004576,C00404,2023-10-14,628.43,No,0
O0004577,C00404,2023-11-11,180.49,No,0
O0004578,C00404,2023-12-04,748.77,No,0
O0004579,C00404,2024-01-11,164.59,No,0
O0004580,C00404,2024-01-17,266.68,No,0
O0004581,C00404,2024-02-03,384.72,Yes,20
O0004582,C00404,2024-03-12,229.87,No,0
O0004583,C00404,2024-06-06,84.38,Yes,10
O0004584,C00404,2024-06-22,609.07,No,0
O0004585,C00405,2023-01-10,115.11,Yes,25
O0004586,C00405,2023-01-31,93.23,No,0
O0004587,C00405,2023-02-11,352.75,No,0
O0004588,C00405,2023-03-18,74.99,No,0
O0004589,C00405,2023-04-17,264.12,No,0
O0004590,C00405,2023-05-20,688.84,No,0
O0004591,C00405,2023-06-04,145.93,Yes,20
O0004592,C00405,2023-06-06,722.03,Yes,15
O0004593,C00405,2023-06-13,494.93,No,0
O0004594,C00405,2023-06-18,190.97,Yes,10
O0004595,C00405,2023-08-01,464.88,No,0
O0004596,C00405,2023-08-04,153.88,No,0
O0004597,C00405,2023-08-22,213.79,No,0
O0004598,C00405,2023-10-08,616.82,No,0
O0004599,C00405,2024-04-16,296.35,Yes,5
O0004600,C00405,2024-04-26,91.9,Yes,10
O0004601,C00406,2023-01-12,340.79,No,0
O0004602,C00406,2023-02-26,663.04,Yes,10
O0004603,C00407,2023-06-13,126.4,No,0
O0004604,C00407,2023-07-10,302.63,No,0
O0004605,C00407,2023-08-17,1666.04,No,0
O0004606,C00408,2023-04-11,143.02,No,0
O0004607,C00408,2023-06-20,654.16,No,0
O0004608,C00408,2023-08-17,72.97,Yes,15
O0004609,C00408,2023-09-10,197.32,No,0
O0004610,C00408,2024-05-07,750.76,Yes,10
O0004611,C00408,2024-05-08,253.8,Yes,15
O0004612,C00408,2024-06-25,332.43,Yes,20
O0004613,C00408,2024-06-26,217.59,No,0
O0004614,C00409,2024-01-31,479.63,Yes,25
O0004615,C00409,2024-02-15,284.89,No,0
O0004616,C00409,2024-03-03,347.07,No,0
O0004617,C00409,2024-03-07,613.54,No,0
O0004618,C00409,2024-06-13,518.32,No,0
O0004619,C00409,2024-06-29,101.0,No,0
O0004620,C00410,2022-11-10,85.56,Yes,15
O0004621,C00410,2022-11-29,94.26,Yes,5
O0004622,C00410,2023-02-01,425.46,Yes,20
O0004623,C00410,2023-02-22,392.6,Yes,20
O0004624,C00410,2023-03-23,230.97,No,0
O0004625,C00410,2023-04-11,133.81,Yes,20
O0004626,C00410,2023-04-16,375.67,Yes,20
O0004627,C00411,2023-04-22,225.11,No,0
O0004628,C00411,2023-06-01,184.32,No,0
O0004629,C00411,2023-09-28,234.67,No,0
O0004630,C00411,2023-10-14,177.88,No,0
O0004631,C00411,2023-10-26,425.6,No,0
O0004632,C00411,2023-11-08,195.22,Yes,20
O0004633,C00411,2024-02-20,135.55,Yes,15
O0004634,C00411,2024-03-14,318.04,Yes,25
O0004635,C00412,2022-10-05,70.1,Yes,15
O0004636,C00412,2022-10-19,238.51,No,0
O0004637,C00412,2022-11-17,515.38,No,0
O0004638,C00412,2022-12-26,166.92,No,0
O0004639,C00412,2023-02-11,453.74,No,0
O0004640,C00412,2023-04-03,148.43,No,0
O0004641,C00412,2023-04-28,618.67,No,0
O0004642,C00413,2024-04-15,385.79,No,0
O0004643,C00414,2023-12-30,293.24,No,0
O0004644,C00414,2024-01-10,152.63,No,0
O0004645,C00414,2024-01-23,287.6,No,0
O0004646,C00414,2024-02-11,156.51,No,0
O0004647,C00414,2024-03-06,312.01,Yes,10
O0004648,C00414,2024-03-08,302.6,No,0
O0004649,C00414,2024-03-24,155.79,No,0
O0004650,C00414,2024-05-25,125.89,No,0
O0004651,C00414,2024-05-26,554.39,No,0
O0004652,C00414,2024-05-30,269.0,Yes,5
O0004653,C00415,2024-02-04,749.1,No,0
O0004654,C00415,2024-02-05,514.42,No,0
O0004655,C00415,2024-02-10,82.36,No,0
O0004656,C00415,2024-02-14,283.95,No,0
O0004657,C00415,2024-02-17,287.75,No,0
O0004658,C00415,2024-04-12,766.7,No,0
O0004659,C00415,2024-05-29,490.3,No,0
O0004660,C00415,2024-05-30,174.14,No,0
O0004661,C00416,2024-02-05,447.62,No,0
O0004662,C00416,2024-02-08,1397.92,No,0
O0004663,C00416,2024-04-24,908.76,No,0
O0004664,C00416,2024-05-10,1077.6,No,0
O0004665,C00416,2024-06-18,493.92,No,0
O0004666,C00417,2023-09-01,678.14,No,0
O0004667,C00417,2023-10-04,810.42,Yes,10
O0004668,C00417,2023-10-10,431.09,No,0
O0004669,C00417,2024-01-27,505.95,Yes,20
O0004670,C00417,2024-02-27,247.14,No,0
O0004671,C00417,2024-02-28,736.35,Yes,10
O0004672,C00417,2024-02-29,353.57,Yes,15
O0004673,C00417,2024-04-08,89.25,No,0
O0004674,C00417,2024-06-11,536.34,No,0
O0004675,C00418,2023-03-13,958.54,No,0
O0004676,C00418,2023-04-11,455.03,Yes,5
O0004677,C00418,2023-05-07,321.68,Yes,20
O0004678,C00418,2023-06-11,110.97,No,0
O0004679,C00418,2023-07-17,553.38,No,0
O0004680,C00418,2023-08-28,485.25,No,0
O0004681,C00419,2023-07-03,1176.07,Yes,10
O0004682,C00420,2022-02-27,618.83,No,0
O0004683,C00420,2022-05-16,856.92,No,0
O0004684,C00420,2022-06-03,173.31,No,0
O0004685,C00420,2022-06-08,288.48,Yes,10
O0004686,C00420,2022-06-14,541.35,No,0
O0004687,C00420,2022-08-07,102.02,No,0
O0004688,C00420,2022-10-02,807.51,No,0
O0004689,C00420,2022-12-19,793.22,No,0
O0004690,C00420,2023-03-18,350.18,No,0
O0004691,C00420,2023-03-29,638.77,No,0
O0004692,C00420,2023-04-10,235.63,Yes,15
O0004693,C00420,2023-05-15,283.81,No,0
O0004694,C00420,2023-05-16,470.64,No,0
O0004695,C00420,2023-08-09,104.74,No,0
O0004696,C00420,2023-08-31,869.68,No,0
O0004697,C00420,2023-09-18,81.37,No,0
O0004698,C00420,2023-10-04,297.09,Yes,10
O0004699,C00420,2023-11-05,363.19,Yes,10
O0004700,C00420,2023-11-26,495.74,No,0
O0004701,C00420,2023-12-14,187.72,Yes,5
O0004702,C00420,2024-01-28,477.65,No,0
O0004703,C00420,2024-02-20,320.35,No,0
O0004704,C00421,2022-05-04,89.35,Yes,15
O0004705,C00421,2022-06-08,277.26,No,0
O0004706,C00421,2022-09-30,448.37,Yes,15
O0004707,C00421,2022-10-18,741.84,No,0
O0004708,C00421,2022-12-05,294.14,Yes,15
O0004709,C00421,2023-01-25,303.34,Yes,15
O0004710,C00421,2023-04-03,289.1,No,0
O0004711,C00421,2023-04-04,691.92,No,0
O0004712,C00421,2023-05-11,563.25,No,0
O0004713,C00421,2023-05-26,532.83,Yes,5
O0004714,C00421,2023-07-03,95.59,No,0
O0004715,C00421,2023-07-11,256.31,Yes,25
O0004716,C00421,2023-07-17,340.1,No,0
O0004717,C00421,2023-08-08,138.35,No,0
O0004718,C00421,2023-08-14,231.52,No,0
O0004719,C00421,2023-09-17,412.38,No,0
O0004720,C00421,2023-09-26,558.3,No,0
O0004721,C00421,2023-10-04,129.4,No,0
O0004722,C00421,2023-10-20,252.58,No,0
O0004723,C00421,2023-10-25,489.81,No,0
O0004724,C00421,2023-11-19,152.25,No,0
O0004725,C00421,2023-12-12,303.45,No,0
O0004726,C00421,2023-12-27,1321.92,No,0
O0004727,C00421,2024-01-29,593.09,No,0
O0004728,C00421,2024-03-12,601.13,No,0
O0004729,C00421,2024-03-29,469.44,No,0
O0004730,C00421,2024-04-14,320.42,Yes,20
O0004731,C00421,2024-04-20,312.91,No,0
O0004732,C00421,2024-04-23,524.79,No,0
O0004733,C00421,2024-04-27,96.99,No,0
O0004734,C00421,2024-05-11,684.46,No,0
O0004735,C00421,2024-06-07,261.64,Yes,10
O0004736,C00421,2024-06-26,273.15,Yes,10
O0004737,C00422,2022-11-21,599.6,Yes,25
O0004738,C00422,2022-12-17,190.95,No,0
O0004739,C00422,2022-12-27,139.14,No,0
O0004740,C00422,2022-12-28,166.72,Yes,5
O0004741,C00422,2023-01-07,296.92,No,0
O0004742,C00422,2023-01-16,541.52,Yes,15
O0004743,C00422,2023-01-25,555.8,No,0
O0004744,C00422,2023-03-27,151.48,Yes,20
O0004745,C00422,2023-04-02,1437.15,No,0
O0004746,C00422,2023-04-25,1087.36,No,0
O0004747,C00422,2023-06-04,547.21,No,0
O0004748,C00422,2023-07-31,391.72,Yes,20
O0004749,C00422,2023-08-31,240.74,No,0
O0004750,C00422,2023-09-18,247.23,No,0
O0004751,C00422,2023-09-25,301.12,Yes,5
O0004752,C00422,2023-10-28,435.87,No,0
O0004753,C00422,2023-11-07,400.92,No,0
O0004754,C00422,2024-01-08,125.83,Yes,20
O0004755,C00422,2024-02-19,264.39,No,0
O0004756,C00422,2024-02-23,607.48,Yes,15
O0004757,C00422,2024-02-26,320.24,No,0
O0004758,C00422,2024-02-28,382.49,No,0
O0004759,C00422,2024-03-13,142.03,Yes,10
O0004760,C00422,2024-03-22,561.38,Yes,15
O0004761,C00422,2024-04-19,103.62,No,0
