customer_id,city,signup_date,age,channel
C01158,Kolkata,2023-09-27,36,website
C01159,Kolkata,2022-08-04,38,modern_trade
C01160,Mumbai,2022-10-17,34,instagram
C01161,Pune,2023-03-21,28,website
C01162,Mumbai,2023-07-06,30,instagram
C01163,Delhi,2022-07-12,44,instagram
C01164,Indore,2023-10-01,44,website
C01165,Mumbai,2022-10-16,47,instagram
C01166,Pune,2023-08-06,22,website
C01167,Pune,2023-10-11,35,instagram
C01168,Bangalore,2022-05-24,53,referral
C01169,Mumbai,2023-01-24,31,instagram
C01170,Delhi,2023-02-11,22,instagram
C01171,Hyderabad,2024-03-21,26,modern_trade
C01172,Ahmedabad,2023-01-05,24,website
C01173,Chennai,2023-03-17,48,distributor
C01174,Delhi,2024-02-20,43,instagram
C01175,Chennai,2023-10-13,39,modern_trade
C01176,Hyderabad,2023-07-18,37,website
C01177,Indore,2023-06-13,23,instagram
C01178,Mumbai,2023-11-08,34,website
C01179,Indore,2022-01-13,37,website
C01180,Hyderabad,2023-12-03,29,referral
C01181,Ahmedabad,2022-12-06,29,website
C01182,Delhi,2024-02-15,31,referral
C01183,Chennai,2022-11-08,54,referral
C01184,Jaipur,2024-01-03,52,referral
C01185,Mumbai,2022-04-14,33,modern_trade
C01186,Jaipur,2022-12-05,30,referral
C01187,Chennai,2022-07-17,30,referral
C01188,Mumbai,2022-10-27,39,website
C01189,Delhi,2023-03-20,51,modern_trade
C01190,Chennai,2022-12-25,53,website
C01191,Mumbai,2023-01-03,44,instagram
C01192,Hyderabad,2022-06-18,32,website
C01193,Delhi,2022-05-29,41,referral
C01194,Chennai,2024-01-31,40,website
C01195,Mumbai,2024-02-07,47,website
C01196,Kolkata,2022-02-11,31,website
C01197,Ahmedabad,2022-07-21,45,modern_trade
C01198,Ahmedabad,2022-09-01,34,website
C01199,Indore,2023-10-31,50,website
C01200,Mumbai,2023-04-09,28,referral
C01201,Indore,2023-03-25,51,instagram
C01202,Mumbai,2024-03-08,38,distributor
C01203,Mumbai,2024-03-04,34,referral
C01204,Delhi,2023-03-13,45,website
C01205,Bangalore,2024-01-20,52,modern_trade
C01206,Indore,2023-06-15,48,instagram
C01207,Chennai,2023-07-19,42,modern_trade
C01208,Bangalore,2023-08-20,22,modern_trade
C01209,Delhi,2022-09-30,36,modern_trade
C01210,Ahmedabad,2023-03-06,24,instagram
C01211,Bangalore,2022-08-01,27,website
C01212,Bangalore,2022-04-14,35,instagram
C01213,Mumbai,2022-07-11,54,website
C01214,Pune,2023-11-20,29,website
C01215,Chennai,2023-10-21,47,instagram
C01216,Delhi,2023-01-15,36,website
C01217,Mumbai,2022-03-22,35,referral
C01218,Chennai,2023-12-06,41,modern_trade
C01219,Chennai,2023-07-03,40,website
C01220,Delhi,2023-01-12,54,referral
C01221,Ahmedabad,2022-06-03,45,referral
C01222,Mumbai,2023-10-04,31,modern_trade
C01223,Bangalore,2023-07-25,37,referral
C01224,Jaipur,2024-01-06,36,referral
C01225,Bangalore,2024-01-31,39,instagram
C01226,Chennai,2022-08-28,28,referral
C01227,Bangalore,2023-01-09,43,modern_trade
C01228,Delhi,2024-03-15,53,modern_trade
C01229,Ahmedabad,2024-03-09,40,instagram
C01230,Bangalore,2022-07-23,22,referral
C01231,Kolkata,2023-09-03,26,instagram
C01232,Delhi,2022-12-16,33,distributor
C01233,Delhi,2023-11-19,33,website
C01234,Mumbai,2024-02-13,42,modern_trade
C01235,Chennai,2024-02-22,40,website
C01236,Delhi,2022-05-23,30,modern_trade
C01237,Kolkata,2022-07-08,53,distributor
C01238,Bangalore,2022-09-29,52,instagram
C01239,Ahmedabad,2023-06-16,53,distributor
C01240,Mumbai,2022-10-27,53,modern_trade
C01241,Kolkata,2023-03-02,51,referral
C01242,Indore,2022-02-15,53,modern_trade
C01243,Indore,2022-04-05,23,website
C01244,Kolkata,2022-03-05,32,modern_trade
C01245,Indore,2023-02-17,41,instagram
C01246,Chennai,2023-10-05,30,website
C01247,Mumbai,2022-01-09,40,instagram
C01248,Mumbai,2023-04-04,28,modern_trade
C01249,Jaipur,2023-12-16,26,distributor
C01250,Hyderabad,2023-02-13,45,website
C01251,Pune,2023-04-15,28,website
C01252,Bangalore,2024-03-20,32,website
C01253,Mumbai,2023-05-21,30,referral
C01254,Mumbai,2023-11-17,51,website
C01255,Chennai,2022-03-14,24,website
C01256,Bangalore,2022-03-25,43,instagram
C01257,Delhi,2022-02-28,41,instagram
C01258,Bangalore,2022-01-21,53,website
C01259,Mumbai,2023-04-03,28,referral
C01260,Hyderabad,2022-06-06,28,modern_trade
C01261,Delhi,2022-11-25,41,referral
C01262,Pune,2023-07-27,46,instagram
C01263,Delhi,2023-07-30,45,website
C01264,Bangalore,2023-11-11,34,website
C01265,Mumbai,2022-07-22,25,website
C01266,Mumbai,2023-10-03,33,website
C01267,Bangalore,2024-01-27,38,website
C01268,Bangalore,2022-04-16,22,website
C01269,Hyderabad,2022-05-02,38,instagram
C01270,Delhi,2022-11-14,23,referral
C01271,Chennai,2022-07-01,27,instagram
C01272,Kolkata,2023-09-07,32,instagram
C01273,Indore,2022-11-12,39,instagram
C01274,Mumbai,2024-03-24,46,instagram
C01275,Bangalore,2024-02-12,49,distributor
C01276,Mumbai,2023-09-17,37,instagram
C01277,Delhi,2023-02-10,33,instagram
C01278,Ahmedabad,2022-03-11,50,modern_trade
C01279,Mumbai,2022-06-09,44,referral
C01280,Bangalore,2022-08-28,42,referral
C01281,Hyderabad,2023-06-07,37,referral
C01282,Chennai,2022-05-18,47,referral
C01283,Hyderabad,2023-05-10,43,referral
C01284,Mumbai,2023-11-10,31,instagram
C01285,Delhi,2022-09-04,28,modern_trade
C01286,Bangalore,2023-06-27,30,instagram
C01287,Mumbai,2023-06-08,46,instagram
C01288,Delhi,2022-08-31,36,website
C01289,Mumbai,2023-09-12,34,referral
C01290,Mumbai,2022-12-02,47,referral
C01291,Bangalore,2023-02-26,42,modern_trade
C01292,Mumbai,2022-07-13,44,distributor
C01293,Hyderabad,2022-11-04,49,modern_trade
C01294,Chennai,2023-10-07,33,instagram
C01295,Pune,2023-05-21,45,distributor
C01296,Delhi,2022-10-08,34,referral
C01297,Mumbai,2024-03-13,23,instagram
C01298,Mumbai,2023-11-06,33,referral
C01299,Chennai,2024-02-29,35,website
C01300,Chennai,2023-03-15,51,instagram
C01301,Mumbai,2023-12-16,40,website
C01302,Jaipur,2023-08-31,52,modern_trade
C01303,Mumbai,2023-04-28,46,instagram
C01304,Hyderabad,2022-08-11,25,website
C01305,Chennai,2024-01-19,34,referral
C01306,Kolkata,2022-04-27,24,referral
C01307,Indore,2022-07-11,37,instagram
C01308,Pune,2024-02-27,47,website
C01309,Delhi,2023-09-10,40,referral
C01310,Pune,2023-05-31,36,modern_trade
C01311,Mumbai,2023-06-14,53,distributor
C01312,Kolkata,2022-11-03,42,distributor
C01313,Hyderabad,2023-06-16,22,instagram
C01314,Pune,2022-05-02,27,instagram
C01315,Bangalore,2023-10-11,48,referral
C01316,Chennai,2023-08-15,44,website
C01317,Hyderabad,2022-06-03,52,distributor
C01318,Indore,2023-06-21,33,modern_trade
C01319,Mumbai,2023-03-28,42,website
C01320,Mumbai,2022-06-18,23,instagram
C01321,Delhi,2022-02-28,26,modern_trade
C01322,Mumbai,2022-10-28,30,instagram
C01323,Kolkata,2023-07-07,41,instagram
C01324,Delhi,2023-07-04,39,modern_trade
C01325,Ahmedabad,2022-04-27,43,website
C01326,Delhi,2024-02-26,29,instagram
C01327,Mumbai,2024-02-21,30,referral
C01328,Pune,2022-05-07,28,instagram
C01329,Chennai,2023-02-09,51,website
C01330,Bangalore,2023-02-03,39,instagram
C01331,Hyderabad,2023-05-30,48,modern_trade
C01332,Indore,2024-03-15,37,referral
C01333,Delhi,2023-05-13,42,referral
C01334,Ahmedabad,2023-06-12,26,instagram
C01335,Ahmedabad,2023-02-02,50,instagram
C01336,Chennai,2022-09-22,43,website
C01337,Mumbai,2024-01-21,35,website
C01338,Chennai,2022-09-20,40,instagram
C01339,Mumbai,2023-02-02,45,website
C01340,Mumbai,2023-10-08,27,modern_trade
C01341,Delhi,2023-12-26,24,referral
C01342,Bangalore,2023-06-11,23,instagram
C01343,Kolkata,2023-03-12,36,referral
C01344,Indore,2022-12-26,36,website
C01345,Indore,2022-05-09,53,instagram
C01346,Bangalore,2023-09-26,42,referral
C01347,Delhi,2022-08-29,38,website
C01348,Delhi,2023-09-19,53,distributor
C01349,Ahmedabad,2023-12-10,44,referral
C01350,Mumbai,2022-08-10,54,instagram
C01351,Kolkata,2022-08-02,46,website
C01352,Hyderabad,2023-08-15,42,instagram
C01353,Bangalore,2024-02-14,40,instagram
C01354,Indore,2022-05-15,48,website
C01355,Bangalore,2024-03-28,30,distributor
C01356,Kolkata,2024-01-24,26,modern_trade
C01357,Jaipur,2023-01-21,26,instagram
C01358,Bangalore,2022-10-30,46,modern_trade
C01359,Delhi,2024-02-21,47,instagram
C01360,Hyderabad,2022-10-14,40,instagram
C01361,Jaipur,2023-07-16,51,distributor
C01362,Delhi,2022-07-08,37,distributor
C01363,Chennai,2022-10-24,28,instagram
C01364,Chennai,2023-06-10,39,instagram
C01365,Indore,2023-01-24,42,instagram
C01366,Mumbai,2023-04-04,52,website
C01367,Indore,2024-01-14,22,modern_trade
C01368,Jaipur,2022-09-18,24,instagram
C01369,Mumbai,2023-12-05,52,referral
C01370,Delhi,2023-12-16,46,instagram
C01371,Ahmedabad,2024-02-12,29,instagram
C01372,Mumbai,2022-04-23,22,modern_trade
C01373,Kolkata,2022-02-05,28,modern_trade
C01374,Bangalore,2022-03-20,28,instagram
C01375,Delhi,2022-10-02,29,instagram
C01376,Kolkata,2022-10-05,40,instagram
C01377,Bangalore,2023-11-05,38,referral
C01378,Bangalore,2022-11-08,32,instagram
C01379,Delhi,2023-06-13,32,website
C01380,Hyderabad,2022-07-23,23,referral
C01381,Mumbai,2022-01-17,25,instagram
C01382,Bangalore,2023-12-15,49,modern_trade
C01383,Ahmedabad,2023-04-21,54,instagram
C01384,Delhi,2023-05-26,32,modern_trade
C01385,Chennai,2022-07-29,24,website
C01386,Delhi,2023-05-14,26,modern_trade
C01387,Indore,2023-02-06,42,instagram
C01388,Mumbai,2023-03-05,43,website
C01389,Ahmedabad,2022-03-19,32,instagram
C01390,Bangalore,2023-07-22,43,distributor
C01391,Delhi,2022-03-21,34,website
C01392,Mumbai,2022-11-02,24,referral
C01393,Mumbai,2022-02-27,34,referral
C01394,Bangalore,2023-06-14,49,modern_trade
C01395,Delhi,2022-07-27,32,distributor
C01396,Pune,2023-05-26,32,modern_trade
C01397,Bangalore,2022-05-15,42,modern_trade
C01398,Delhi,2023-06-06,42,modern_trade
C01399,Hyderabad,2023-08-04,28,website
C01400,Chennai,2022-03-24,38,instagram
C01401,Mumbai,2023-09-13,35,instagram
C01402,Mumbai,2022-02-13,54,website
C01403,Mumbai,2023-04-28,32,referral
C01404,Indore,2023-10-06,34,website
C01405,Chennai,2023-05-08,22,instagram
C01406,Bangalore,2023-05-14,30,website
C01407,Kolkata,2022-01-18,34,instagram
C01408,Pune,2023-08-28,51,referral
C01409,Hyderabad,2022-10-21,28,referral
C01410,Kolkata,2022-05-28,35,instagram
C01411,Delhi,2023-04-17,27,modern_trade
C01412,Mumbai,2022-06-21,37,website
C01413,Delhi,2023-07-17,27,modern_trade
C01414,Mumbai,2023-06-15,29,instagram
C01415,Hyderabad,2022-04-30,45,instagram
C01416,Jaipur,2024-01-07,24,instagram
C01417,Mumbai,2022-03-07,25,instagram
C01418,Mumbai,2022-05-21,53,instagram
C01419,Bangalore,2023-03-22,22,instagram
C01420,Jaipur,2023-05-21,30,modern_trade
C01421,Delhi,2022-07-08,33,distributor
C01422,Bangalore,2022-06-07,31,distributor
C01423,Mumbai,2023-09-02,31,distributor
C01424,Mumbai,2023-11-01,44,referral
C01425,Ahmedabad,2022-09-03,27,website
C01426,Ahmedabad,2024-01-18,45,instagram
C01427,Mumbai,2022-02-02,45,instagram
C01428,Ahmedabad,2022-12-27,42,modern_trade
C01429,Chennai,2024-01-23,52,modern_trade
C01430,Kolkata,2022-11-26,51,modern_trade
C01431,Bangalore,2023-05-27,39,modern_trade
C01432,Bangalore,2024-02-26,33,instagram
C01433,Bangalore,2022-03-12,28,referral
C01434,Chennai,2022-11-09,46,referral
C01435,Mumbai,2023-12-29,27,distributor
C01436,Mumbai,2022-03-20,22,distributor
C01437,Delhi,2022-06-18,37,website
C01438,Chennai,2024-03-20,25,instagram
C01439,Delhi,2022-06-29,50,instagram
C01440,Chennai,2023-09-20,49,referral
C01441,Ahmedabad,2022-09-17,43,modern_trade
C01442,Mumbai,2023-05-01,29,instagram
C01443,Chennai,2024-02-11,53,instagram
C01444,Bangalore,2022-01-05,54,referral
C01445,Kolkata,2022-10-24,34,distributor
C01446,Mumbai,2023-09-12,48,website
C01447,Chennai,2022-12-26,39,website
C01448,Pune,2022-04-27,39,referral
C01449,Jaipur,2022-12-23,34,instagram
C01450,Chennai,2023-03-15,43,instagram
C01451,Bangalore,2022-11-27,35,modern_trade
C01452,Hyderabad,2023-06-09,32,modern_trade
C01453,Kolkata,2023-10-16,43,referral
C01454,Hyderabad,2022-07-07,38,referral
C01455,Mumbai,2022-10-08,53,modern_trade
C01456,Jaipur,2023-05-26,35,website
C01457,Chennai,2023-04-11,50,instagram
C01458,Chennai,2022-04-25,27,referral
C01459,Delhi,2022-08-24,25,website
C01460,Chennai,2022-12-04,32,website
C01461,Bangalore,2023-06-06,31,distributor
C01462,Chennai,2022-07-18,49,modern_trade
C01463,Mumbai,2024-02-03,32,instagram
C01464,Chennai,2022-02-19,36,website
C01465,Ahmedabad,2022-05-22,29,referral
C01466,Mumbai,2024-02-22,41,website
C01467,Ahmedabad,2023-06-12,42,website
C01468,Bangalore,2023-05-29,22,website
C01469,Kolkata,2023-11-01,50,modern_trade
C01470,Pune,2022-01-30,45,website
C01471,Hyderabad,2022-03-23,51,modern_trade
C01472,Indore,2022-01-31,54,instagram
C01473,Kolkata,2024-01-18,41,referral
C01474,Bangalore,2022-11-29,37,website
C01475,Delhi,2023-10-22,30,distributor
C01476,Chennai,2022-06-26,52,referral
C01477,Pune,2023-01-05,38,instagram
C01478,Indore,2023-07-01,52,referral
C01479,Pune,2023-06-19,44,website
C01480,Bangalore,2022-04-16,27,modern_trade
C01481,Pune,2022-04-07,51,website
C01482,Mumbai,2022-08-18,28,distributor
C01483,Hyderabad,2022-08-15,32,modern_trade
C01484,Mumbai,2023-01-06,33,instagram
C01485,Delhi,2022-04-10,48,website
C01486,Delhi,2023-03-21,33,website
C01487,Bangalore,2023-04-13,34,distributor
C01488,Chennai,2022-02-24,29,instagram
C01489,Bangalore,2022-07-14,37,instagram
C01490,Bangalore,2023-06-04,50,instagram
C01491,Delhi,2023-02-28,50,website
C01492,Delhi,2022-11-11,52,instagram
C01493,Delhi,2022-05-08,34,website
C01494,Mumbai,2022-02-01,33,modern_trade
C01495,Hyderabad,2022-04-03,23,referral
C01496,Chennai,2023-06-03,54,website
C01497,Hyderabad,2022-09-15,29,distributor
C01498,Bangalore,2022-08-08,53,website
C01499,Delhi,2024-01-22,49,instagram
C01500,Kolkata,2022-04-16,36,referral
C01501,Bangalore,2023-07-02,44,website
C01502,Bangalore,2023-02-20,45,instagram
C01503,Mumbai,2023-07-11,34,website
C01504,Delhi,2024-03-20,42,distributor
C01505,Bangalore,2022-11-05,33,website
C01506,Bangalore,2023-01-01,34,referral
C01507,Hyderabad,2023-06-05,44,referral
C01508,Hyderabad,2023-04-04,49,distributor
C01509,Hyderabad,2023-08-22,35,modern_trade
C01510,Indore,2023-01-05,38,referral
C01511,Pune,2022-11-27,45,referral
C01512,Indore,2023-11-20,43,website
C01513,Ahmedabad,2023-10-04,31,referral
C01514,Mumbai,2023-12-08,29,instagram
C01515,Mumbai,2022-01-11,42,referral
C01516,Mumbai,2024-03-28,28,referral
C01517,Chennai,2023-05-22,47,instagram
C01518,Kolkata,2023-02-23,34,instagram
C01519,Delhi,2022-05-02,37,instagram
C01520,Jaipur,2022-08-23,51,website
C01521,Mumbai,2022-11-27,52,website
C01522,Jaipur,2023-06-27,26,instagram
C01523,Delhi,2022-12-14,53,distributor
C01524,Mumbai,2023-02-16,37,referral
C01525,Bangalore,2022-08-12,30,instagram
C01526,Delhi,2022-06-02,43,instagram
C01527,Delhi,2022-07-31,35,website
C01528,Delhi,2022-04-02,37,instagram
C01529,Pune,2022-11-27,41,instagram
C01530,Hyderabad,2023-04-12,36,website
C01531,Delhi,2023-10-03,47,website
C01532,Hyderabad,2023-12-10,30,modern_trade
C01533,Indore,2023-07-08,22,modern_trade
C01534,Delhi,2022-08-16,41,distributor
C01535,Bangalore,2022-07-13,27,instagram
C01536,Mumbai,2023-06-14,31,instagram
C01537,Mumbai,2022-08-31,54,distributor
C01538,Chennai,2023-01-24,37,website
C01539,Mumbai,2022-10-03,27,website
C01540,Hyderabad,2023-03-26,40,instagram
C01541,Chennai,2023-10-01,52,instagram
C01542,Mumbai,2023-08-10,23,instagram
C01543,Hyderabad,2023-07-28,39,referral
C01544,Delhi,2023-04-23,49,instagram
C01545,Ahmedabad,2023-04-25,25,referral
C01546,Bangalore,2022-10-15,22,website
C01547,Pune,2023-11-29,37,instagram
C01548,Hyderabad,2023-11-21,23,instagram
C01549,Mumbai,2023-11-09,22,referral
C01550,Chennai,2023-11-26,44,instagram
C01551,Ahmedabad,2023-06-24,47,instagram
C01552,Hyderabad,2022-11-26,32,instagram
C01553,Pune,2023-04-15,22,referral
C01554,Kolkata,2024-01-29,32,website
C01555,Delhi,2023-06-18,45,instagram
C01556,Delhi,2023-04-12,31,website
C01557,Hyderabad,2023-02-24,35,modern_trade
C01558,Bangalore,2023-08-31,35,website
C01559,Pune,2022-05-02,28,instagram
C01560,Jaipur,2024-02-01,44,referral
C01561,Delhi,2022-11-04,43,website
C01562,Delhi,2022-11-30,48,distributor
C01563,Pune,2023-02-24,23,distributor
C01564,Delhi,2022-11-22,40,referral
C01565,Pune,2023-10-11,28,website
C01566,Bangalore,2024-02-28,33,modern_trade
C01567,Chennai,2023-07-27,24,modern_trade
C01568,Mumbai,2022-09-07,26,referral
C01569,Chennai,2022-04-05,29,instagram
C01570,Bangalore,2022-10-23,35,instagram
C01571,Hyderabad,2022-07-03,28,referral
C01572,Mumbai,2022-09-17,28,website
C01573,Indore,2024-03-09,53,distributor
C01574,Kolkata,2023-10-29,29,modern_trade
C01575,Delhi,2022-07-05,33,instagram
C01576,Mumbai,2023-02-13,31,website
C01577,Mumbai,2022-03-10,35,instagram
C01578,Chennai,2024-02-12,30,website
C01579,Hyderabad,2023-09-19,51,website
C01580,Hyderabad,2022-01-08,26,instagram
C01581,Delhi,2022-09-22,22,instagram
C01582,Bangalore,2024-02-22,22,instagram
C01583,Hyderabad,2023-04-29,41,instagram
C01584,Bangalore,2024-01-31,32,modern_trade
C01585,Ahmedabad,2023-09-09,47,instagram
C01586,Mumbai,2024-02-14,24,instagram
C01587,Chennai,2024-01-06,27,instagram
C01588,Bangalore,2023-01-06,32,modern_trade
C01589,Bangalore,2024-02-22,29,referral
C01590,Indore,2023-11-08,50,instagram
C01591,Chennai,2022-03-24,31,website
C01592,Ahmedabad,2024-03-17,45,referral
C01593,Mumbai,2023-10-08,38,referral
C01594,Mumbai,2022-07-30,53,website
C01595,Indore,2022-11-09,32,instagram
C01596,Hyderabad,2023-08-27,45,modern_trade
C01597,Delhi,2022-12-03,26,website
C01598,Mumbai,2023-05-05,50,website
C01599,Mumbai,2023-02-07,37,instagram
C01600,Kolkata,2023-10-01,46,modern_trade
C01601,Mumbai,2022-07-10,29,website
C01602,Delhi,2023-11-02,50,instagram
C01603,Delhi,2022-12-01,46,instagram
C01604,Delhi,2023-06-06,44,referral
C01605,Mumbai,2023-09-11,24,modern_trade
C01606,Bangalore,2022-03-28,51,distributor
C01607,Mumbai,2023-08-02,53,website
C01608,Pune,2022-03-03,50,website
C01609,Delhi,2023-01-22,30,instagram
C01610,Hyderabad,2022-05-26,23,website
C01611,Kolkata,2022-06-02,28,distributor
C01612,Chennai,2023-09-11,26,referral
C01613,Hyderabad,2023-10-22,29,instagram
C01614,Delhi,2023-11-29,53,instagram
C01615,Delhi,2022-12-15,39,instagram
C01616,Chennai,2022-06-27,39,website
C01617,Ahmedabad,2023-05-02,37,distributor
C01618,Chennai,2024-02-17,42,instagram
C01619,Hyderabad,2023-10-23,31,referral
C01620,Indore,2022-09-04,25,referral
C01621,Bangalore,2022-09-11,29,distributor
C01622,Mumbai,2023-05-15,40,referral
C01623,Hyderabad,2023-06-25,30,instagram
C01624,Ahmedabad,2022-12-18,51,instagram
C01625,Mumbai,2023-05-27,38,referral
C01626,Chennai,2024-02-17,36,modern_trade
C01627,Delhi,2022-01-13,25,instagram
C01628,Hyderabad,2023-07-13,27,website
C01629,Mumbai,2022-05-31,37,website
C01630,Bangalore,2022-02-19,47,referral
C01631,Indore,2022-08-03,44,instagram
C01632,Delhi,2023-10-06,34,distributor
C01633,Chennai,2023-01-07,38,website
C01634,Pune,2022-04-23,48,website
C01635,Jaipur,2022-09-09,43,website
C01636,Delhi,2022-12-07,40,distributor
C01637,Bangalore,2022-02-22,34,referral
C01638,Mumbai,2022-05-10,35,referral
C01639,Ahmedabad,2022-07-12,52,referral
C01640,Jaipur,2023-08-14,23,referral
C01641,Hyderabad,2022-02-26,35,instagram
C01642,Kolkata,2022-04-07,30,distributor
C01643,Hyderabad,2022-07-17,31,modern_trade
C01644,Chennai,2023-10-09,28,referral
C01645,Mumbai,2022-05-27,49,referral
C01646,Indore,2023-11-15,46,instagram
C01647,Mumbai,2023-07-29,49,modern_trade
C01648,Pune,2023-07-31,23,referral
C01649,Pune,2022-10-22,38,website
C01650,Chennai,2023-12-24,25,distributor
C01651,Mumbai,2023-09-13,34,referral
C01652,Delhi,2024-03-04,39,modern_trade
C01653,Delhi,2023-11-15,24,referral
C01654,Delhi,2022-01-12,54,website
C01655,Mumbai,2022-11-29,45,referral
C01656,Jaipur,2022-08-08,29,referral
C01657,Hyderabad,2023-02-02,23,distributor
C01658,Delhi,2022-12-08,54,website
C01659,Bangalore,2024-03-08,33,referral
C01660,Bangalore,2023-05-27,43,instagram
C01661,Hyderabad,2022-06-21,34,instagram
C01662,Bangalore,2023-04-13,31,website
C01663,Jaipur,2024-01-18,38,referral
C01664,Bangalore,2022-06-15,26,modern_trade
C01665,Ahmedabad,2023-11-30,30,referral
C01666,Kolkata,2022-06-19,34,referral
C01667,Delhi,2023-07-18,44,modern_trade
C01668,Jaipur,2023-05-27,51,referral
C01669,Mumbai,2022-07-08,25,modern_trade
C01670,Pune,2022-04-30,42,website
C01671,Bangalore,2022-04-15,30,instagram
C01672,Kolkata,2023-11-05,28,website
C01673,Kolkata,2024-03-17,37,instagram
C01674,Pune,2022-02-10,44,referral
C01675,Pune,2023-11-08,44,instagram
C01676,Delhi,2022-11-17,52,website
C01677,Mumbai,2022-12-01,26,instagram
C01678,Bangalore,2022-06-09,27,instagram
C01679,Mumbai,2022-09-21,22,referral
C01680,Chennai,2023-06-14,49,instagram
C01681,Delhi,2023-11-16,39,instagram
C01682,Ahmedabad,2023-04-22,45,referral
C01683,Chennai,2022-12-18,34,instagram
C01684,Pune,2023-06-29,54,instagram
C01685,Mumbai,2024-02-12,31,instagram
C01686,Kolkata,2022-07-29,28,modern_trade
C01687,Jaipur,2023-05-11,53,website
C01688,Bangalore,2023-01-17,43,referral
C01689,Hyderabad,2023-11-07,37,distributor
C01690,Indore,2023-04-26,45,instagram
C01691,Mumbai,2022-01-05,35,referral
C01692,Bangalore,2022-02-03,32,modern_trade
C01693,Bangalore,2024-03-02,40,website
C01694,Mumbai,2022-05-25,44,distributor
C01695,Delhi,2022-12-17,34,distributor
C01696,Mumbai,2023-08-06,49,instagram
C01697,Mumbai,2023-04-10,37,distributor
C01698,Mumbai,2022-12-14,49,distributor
C01699,Ahmedabad,2024-01-12,25,referral
C01700,Hyderabad,2022-05-05,49,distributor
C01701,Ahmedabad,2024-02-29,33,instagram
C01702,Bangalore,2022-09-28,37,website
C01703,Delhi,2022-12-23,41,instagram
C01704,Bangalore,2023-06-11,47,instagram
C01705,Bangalore,2024-01-24,47,website
C01706,Mumbai,2023-05-13,43,referral
C01707,Chennai,2022-06-02,30,website
C01708,Delhi,2022-02-22,26,website
C01709,Hyderabad,2022-05-29,38,referral
C01710,Chennai,2023-05-18,23,instagram
C01711,Mumbai,2023-03-26,28,website
C01712,Mumbai,2022-08-07,34,modern_trade
C01713,Pune,2023-09-17,41,website
C01714,Bangalore,2024-03-10,51,website
C01715,Mumbai,2022-10-04,51,website
C01716,Ahmedabad,2023-03-28,32,referral
C01717,Mumbai,2023-03-04,52,referral
C01718,Chennai,2022-03-24,24,distributor
C01719,Ahmedabad,2022-08-06,23,website
C01720,Delhi,2024-01-08,24,referral
C01721,Mumbai,2024-02-21,36,referral
C01722,Mumbai,2023-06-11,38,referral
C01723,Delhi,2023-02-08,28,website
C01724,Mumbai,2022-10-17,26,referral
C01725,Chennai,2023-02-24,54,website
C01726,Mumbai,2022-12-05,37,referral
C01727,Bangalore,2024-02-16,24,referral
C01728,Ahmedabad,2023-12-12,42,modern_trade
C01729,Pune,2023-11-01,29,referral
C01730,Hyderabad,2023-02-23,43,distributor
C01731,Delhi,2022-07-26,26,instagram
C01732,Chennai,2023-11-17,38,instagram
C01733,Hyderabad,2023-11-27,35,referral
C01734,Bangalore,2022-09-22,49,modern_trade
C01735,Mumbai,2024-01-28,52,website
C01736,Kolkata,2022-02-05,38,instagram
C01737,Bangalore,2023-01-08,43,instagram
C01738,Mumbai,2023-05-03,50,website
C01739,Delhi,2022-09-16,31,instagram
C01740,Bangalore,2023-06-15,39,referral
C01741,Pune,2022-01-23,37,referral
C01742,Indore,2022-04-14,28,website
C01743,Indore,2022-08-29,51,instagram
C01744,Mumbai,2023-12-17,40,instagram
C01745,Bangalore,2022-09-10,44,referral
C01746,Bangalore,2022-05-22,29,instagram
C01747,Mumbai,2024-03-24,38,website
C01748,Delhi,2023-10-17,42,modern_trade
C01749,Indore,2023-03-27,47,instagram
C01750,Mumbai,2024-02-22,49,instagram
C01751,Hyderabad,2022-11-03,54,instagram
C01752,Delhi,2023-05-15,40,modern_trade
C01753,Mumbai,2023-09-14,50,instagram
C01754,Delhi,2022-01-08,41,distributor
C01755,Ahmedabad,2022-03-10,41,referral
C01756,Pune,2023-12-03,31,referral
C01757,Ahmedabad,2023-11-22,33,instagram
C01758,Bangalore,2023-07-29,54,website
C01759,Mumbai,2022-03-09,46,website
C01760,Hyderabad,2023-12-19,46,referral
C01761,Bangalore,2023-02-12,25,referral
C01762,Kolkata,2023-06-02,25,referral
C01763,Mumbai,2022-04-29,30,referral
C01764,Bangalore,2022-01-31,36,referral
C01765,Mumbai,2023-06-02,47,referral
C01766,Delhi,2023-04-28,36,website
C01767,Indore,2022-07-26,47,instagram
C01768,Bangalore,2023-10-31,49,referral
C01769,Delhi,2023-08-02,28,referral
C01770,Bangalore,2023-01-22,53,instagram
C01771,Bangalore,2023-02-16,33,referral
C01772,Pune,2023-01-05,53,instagram
C01773,Kolkata,2022-12-19,30,instagram
C01774,Ahmedabad,2022-12-02,35,distributor
C01775,Pune,2022-10-16,34,referral
C01776,Delhi,2022-05-20,54,referral
C01777,Chennai,2022-10-27,53,modern_trade
C01778,Bangalore,2022-01-13,40,instagram
C01779,Delhi,2023-10-26,51,modern_trade
C01780,Kolkata,2023-03-04,37,instagram
C01781,Mumbai,2023-02-04,33,website
C01782,Jaipur,2022-04-19,31,website
C01783,Bangalore,2023-04-30,23,distributor
C01784,Chennai,2022-12-22,39,website
