order_id,product_id,quantity,price,line_total
O0005002,P002,2,159,318
O0005003,P013,2,139,278
O0005003,P016,3,89,267
O0005004,P024,1,139,139
O0005004,P009,1,79,79
O0005004,P019,1,169,169
O0005005,P002,2,159,318
O0005005,P009,1,79,79
O0005006,P013,2,139,278
O0005006,P006,2,349,698
O0005006,P023,1,159,159
O0005007,P002,2,159,318
O0005008,P006,1,349,349
O0005008,P004,1,99,99
O0005008,P008,2,99,198
O0005009,P001,1,89,89
O0005009,P010,3,99,297
O0005009,P006,3,349,1047
O0005010,P014,1,129,129
O0005010,P016,1,89,89
O0005010,P013,2,139,278
O0005011,P007,1,129,129
O0005012,P009,1,79,79
O0005012,P010,1,99,99
O0005012,P012,1,109,109
O0005012,P003,1,99,99
O0005013,P002,2,159,318
O0005013,P012,1,109,109
O0005014,P008,1,99,99
O0005014,P016,3,89,267
O0005014,P020,1,179,179
O0005014,P011,1,89,89
O0005015,P010,1,99,99
O0005016,P016,3,89,267
O0005017,P004,1,99,99
O0005017,P005,2,119,238
O0005017,P003,1,99,99
O0005018,P006,1,349,349
O0005018,P007,1,129,129
O0005019,P006,1,349,349
O0005020,P002,1,159,159
O0005020,P013,1,139,139
O0005021,P021,1,149,149
O0005022,P020,1,179,179
O0005023,P007,2,129,258
O0005023,P004,1,99,99
O0005024,P007,1,129,129
O0005024,P015,3,79,237
O0005024,P001,1,89,89
O0005024,P002,1,159,159
O0005025,P015,1,79,79
O0005026,P014,1,129,129
O0005026,P004,2,99,198
O0005027,P003,1,99,99
O0005027,P004,2,99,198
O0005027,P024,3,139,417
O0005028,P007,1,129,129
O0005029,P015,3,79,237
O0005029,P008,3,99,297
O0005029,P022,1,149,149
O0005029,P005,3,119,357
O0005030,P008,1,99,99
O0005030,P005,1,119,119
O0005030,P020,1,179,179
O0005031,P005,1,119,119
O0005032,P002,1,159,159
O0005033,P021,1,149,149
O0005033,P004,1,99,99
O0005034,P014,2,129,258
O0005034,P013,2,139,278
O0005034,P020,1,179,179
O0005035,P010,2,99,198
O0005035,P013,1,139,139
O0005036,P023,1,159,159
O0005036,P006,1,349,349
O0005036,P007,1,129,129
O0005036,P009,1,79,79
O0005037,P007,1,129,129
O0005037,P018,1,159,159
O0005037,P001,1,89,89
O0005038,P017,1,149,149
O0005038,P011,1,89,89
O0005038,P010,1,99,99
O0005039,P016,3,89,267
O0005040,P005,1,119,119
O0005040,P012,2,109,218
O0005041,P008,3,99,297
O0005041,P002,1,159,159
O0005041,P005,1,119,119
O0005042,P008,1,99,99
O0005042,P001,1,89,89
O0005042,P017,1,149,149
O0005043,P014,1,129,129
O0005043,P008,2,99,198
O0005043,P003,1,99,99
O0005044,P015,3,79,237
O0005044,P001,3,89,267
O0005045,P007,1,129,129
O0005046,P006,1,349,349
O0005046,P007,2,129,258
O0005047,P009,2,79,158
O0005047,P012,3,109,327
O0005047,P004,1,99,99
O0005047,P008,1,99,99
O0005047,P001,2,89,178
O0005048,P022,2,149,298
O0005049,P024,1,139,139
O0005050,P008,3,99,297
O0005051,P009,2,79,158
O0005051,P008,1,99,99
O0005051,P005,1,119,119
O0005051,P005,1,119,119
O0005051,P008,2,99,198
O0005052,P023,1,159,159
O0005052,P007,1,129,129
O0005052,P005,1,119,119
O0005053,P003,1,99,99
O0005053,P024,1,139,139
O0005053,P006,1,349,349
O0005054,P005,1,119,119
O0005055,P001,1,89,89
O0005056,P006,2,349,698
O0005056,P018,2,159,318
O0005056,P015,1,79,79
O0005056,P017,2,149,298
O0005057,P019,2,169,338
O0005058,P002,1,159,159
O0005058,P011,3,89,267
O0005059,P017,1,149,149
O0005059,P008,2,99,198
O0005059,P008,3,99,297
O0005059,P016,1,89,89
O0005060,P008,1,99,99
O0005060,P007,1,129,129
O0005061,P003,1,99,99
O0005061,P014,2,129,258
O0005062,P022,1,149,149
O0005062,P011,1,89,89
O0005063,P002,1,159,159
O0005063,P003,1,99,99
O0005063,P004,1,99,99
O0005063,P016,2,89,178
O0005063,P008,2,99,198
O0005064,P020,1,179,179
O0005064,P013,1,139,139
O0005064,P017,1,149,149
O0005065,P007,1,129,129
O0005066,P001,1,89,89
O0005066,P011,3,89,267
O0005066,P008,1,99,99
O0005067,P012,1,109,109
O0005067,P006,1,349,349
O0005068,P007,1,129,129
O0005068,P002,3,159,477
O0005068,P006,1,349,349
O0005068,P007,1,129,129
O0005069,P017,1,149,149
O0005069,P010,3,99,297
O0005070,P003,1,99,99
O0005071,P003,3,99,297
O0005071,P007,1,129,129
O0005072,P020,1,179,179
O0005072,P010,1,99,99
O0005072,P014,2,129,258
O0005073,P011,3,89,267
O0005073,P010,1,99,99
O0005074,P024,1,139,139
O0005074,P008,1,99,99
O0005074,P016,1,89,89
O0005075,P021,2,149,298
O0005075,P014,1,129,129
O0005075,P022,2,149,298
O0005076,P014,1,129,129
O0005076,P005,1,119,119
O0005076,P007,1,129,129
O0005077,P012,2,109,218
O0005078,P024,2,139,278
O0005078,P006,1,349,349
O0005078,P010,1,99,99
O0005078,P002,1,159,159
O0005078,P006,1,349,349
O0005079,P024,1,139,139
O0005080,P001,2,89,178
O0005081,P013,2,139,278
O0005081,P005,1,119,119
O0005081,P008,2,99,198
O0005081,P010,3,99,297
O0005081,P002,1,159,159
O0005082,P005,1,119,119
O0005083,P001,1,89,89
O0005083,P016,2,89,178
O0005083,P009,2,79,158
O0005083,P021,2,149,298
O0005084,P007,1,129,129
O0005084,P010,2,99,198
O0005084,P023,1,159,159
O0005084,P002,1,159,159
O0005085,P005,1,119,119
O0005085,P006,1,349,349
O0005085,P001,1,89,89
O0005086,P006,3,349,1047
O0005087,P007,2,129,258
O0005088,P013,2,139,278
O0005088,P012,2,109,218
O0005088,P018,1,159,159
O0005088,P009,1,79,79
O0005089,P010,2,99,198
O0005089,P004,1,99,99
O0005090,P024,1,139,139
O0005091,P001,1,89,89
O0005091,P012,1,109,109
O0005091,P007,1,129,129
O0005092,P014,1,129,129
O0005092,P004,1,99,99
O0005092,P005,3,119,357
O0005092,P003,1,99,99
O0005092,P009,2,79,158
O0005093,P016,1,89,89
O0005093,P017,1,149,149
O0005094,P006,1,349,349
O0005094,P002,1,159,159
O0005095,P004,1,99,99
O0005096,P009,2,79,158
O0005096,P022,1,149,149
O0005097,P008,1,99,99
O0005097,P005,1,119,119
O0005098,P011,2,89,178
O0005098,P003,3,99,297
O0005099,P005,1,119,119
O0005099,P015,3,79,237
O0005099,P004,1,99,99
O0005099,P003,2,99,198
O0005099,P009,3,79,237
O0005100,P011,2,89,178
O0005100,P012,1,109,109
O0005100,P009,1,79,79
O0005101,P020,1,179,179
O0005101,P010,1,99,99
O0005102,P013,1,139,139
O0005102,P008,2,99,198
O0005103,P008,1,99,99
O0005104,P014,1,129,129
O0005105,P002,2,159,318
O0005106,P004,1,99,99
O0005107,P007,3,129,387
O0005108,P008,3,99,297
O0005108,P021,3,149,447
O0005108,P002,1,159,159
O0005109,P013,2,139,278
O0005110,P005,1,119,119
O0005111,P005,1,119,119
O0005111,P001,1,89,89
O0005111,P013,1,139,139
O0005112,P018,2,159,318
O0005113,P023,1,159,159
O0005113,P009,2,79,158
O0005114,P004,1,99,99
O0005115,P003,2,99,198
O0005115,P007,1,129,129
O0005116,P010,2,99,198
O0005116,P015,1,79,79
O0005116,P023,1,159,159
O0005117,P009,2,79,158
O0005117,P002,1,159,159
O0005118,P024,1,139,139
O0005118,P007,1,129,129
O0005118,P014,1,129,129
O0005119,P002,1,159,159
O0005119,P012,1,109,109
O0005119,P001,2,89,178
O0005120,P007,2,129,258
O0005120,P004,2,99,198
O0005120,P006,1,349,349
O0005120,P011,3,89,267
O0005121,P022,3,149,447
O0005121,P003,1,99,99
O0005121,P022,2,149,298
O0005122,P013,3,139,417
O0005122,P019,1,169,169
O0005123,P008,1,99,99
O0005123,P003,1,99,99
O0005124,P006,3,349,1047
O0005124,P003,2,99,198
O0005125,P008,1,99,99
O0005126,P006,2,349,698
O0005127,P001,1,89,89
O0005127,P023,1,159,159
O0005128,P008,1,99,99
O0005129,P002,1,159,159
O0005129,P003,3,99,297
O0005130,P020,1,179,179
O0005130,P024,1,139,139
O0005131,P008,2,99,198
O0005131,P010,1,99,99
O0005131,P020,1,179,179
O0005132,P008,2,99,198
O0005132,P007,2,129,258
O0005133,P003,3,99,297
O0005133,P020,1,179,179
O0005134,P002,2,159,318
O0005134,P021,1,149,149
O0005135,P002,1,159,159
O0005136,P006,1,349,349
O0005136,P001,1,89,89
O0005136,P023,1,159,159
O0005137,P020,2,179,358
O0005137,P006,1,349,349
O0005137,P016,1,89,89
O0005138,P023,1,159,159
O0005138,P005,1,119,119
O0005139,P001,1,89,89
O0005139,P002,1,159,159
O0005139,P023,3,159,477
O0005140,P005,2,119,238
O0005140,P017,2,149,298
O0005141,P011,1,89,89
O0005141,P001,1,89,89
O0005141,P005,1,119,119
O0005142,P004,1,99,99
O0005143,P021,2,149,298
O0005143,P018,1,159,159
O0005144,P011,3,89,267
O0005144,P015,1,79,79
O0005145,P013,2,139,278
O0005145,P021,1,149,149
O0005145,P004,2,99,198
O0005146,P011,1,89,89
O0005147,P003,1,99,99
O0005147,P020,1,179,179
O0005147,P005,3,119,357
O0005147,P021,2,149,298
O0005147,P024,3,139,417
O0005148,P021,1,149,149
O0005148,P021,2,149,298
O0005149,P008,1,99,99
O0005150,P004,1,99,99
O0005150,P008,1,99,99
O0005151,P011,1,89,89
O0005151,P004,1,99,99
O0005151,P016,1,89,89
O0005152,P008,1,99,99
O0005152,P008,1,99,99
O0005152,P002,1,159,159
O0005153,P002,2,159,318
O0005153,P011,1,89,89
O0005154,P007,3,129,387
O0005154,P008,1,99,99
O0005154,P002,1,159,159
O0005154,P003,1,99,99
O0005155,P014,1,129,129
O0005156,P006,2,349,698
O0005156,P016,1,89,89
O0005156,P022,1,149,149
O0005157,P019,1,169,169
O0005157,P004,1,99,99
O0005157,P018,1,159,159
O0005157,P018,1,159,159
O0005158,P001,2,89,178
O0005158,P013,1,139,139
O0005159,P003,1,99,99
O0005160,P005,2,119,238
O0005160,P009,2,79,158
O0005160,P014,2,129,258
O0005161,P010,1,99,99
O0005161,P004,1,99,99
O0005161,P003,2,99,198
O0005162,P013,1,139,139
O0005163,P004,1,99,99
O0005163,P004,1,99,99
O0005163,P018,1,159,159
O0005164,P005,1,119,119
O0005164,P006,1,349,349
O0005164,P015,1,79,79
O0005164,P003,1,99,99
O0005165,P018,3,159,477
O0005166,P001,1,89,89
O0005167,P018,1,159,159
O0005168,P019,2,169,338
O0005169,P003,2,99,198
O0005170,P017,2,149,298
O0005170,P003,1,99,99
O0005170,P006,1,349,349
O0005171,P008,2,99,198
O0005172,P008,2,99,198
O0005172,P015,1,79,79
O0005172,P008,2,99,198
O0005172,P024,1,139,139
O0005173,P022,2,149,298
O0005174,P013,3,139,417
O0005174,P010,2,99,198
O0005174,P016,1,89,89
O0005175,P021,2,149,298
O0005175,P012,1,109,109
O0005176,P003,1,99,99
O0005176,P011,1,89,89
O0005177,P014,1,129,129
O0005177,P015,1,79,79
O0005178,P007,2,129,258
O0005179,P015,1,79,79
O0005179,P003,1,99,99
O0005180,P005,1,119,119
O0005180,P018,1,159,159
O0005180,P018,1,159,159
O0005180,P002,3,159,477
O0005181,P022,1,149,149
O0005182,P005,1,119,119
O0005182,P011,1,89,89
O0005182,P008,2,99,198
O0005183,P014,1,129,129
O0005183,P018,2,159,318
O0005183,P004,1,99,99
O0005184,P011,1,89,89
O0005184,P007,1,129,129
O0005184,P011,1,89,89
O0005185,P002,1,159,159
O0005186,P004,3,99,297
O0005186,P002,3,159,477
O0005186,P013,2,139,278
O0005187,P014,2,129,258
O0005187,P020,1,179,179
O0005188,P010,1,99,99
O0005189,P013,1,139,139
O0005189,P005,2,119,238
O0005189,P004,1,99,99
O0005189,P012,2,109,218
O0005189,P008,1,99,99
O0005190,P020,2,179,358
O0005191,P008,1,99,99
O0005192,P017,1,149,149
O0005192,P011,1,89,89
O0005193,P004,1,99,99
O0005193,P006,1,349,349
O0005193,P006,2,349,698
O0005194,P003,2,99,198
O0005195,P013,1,139,139
O0005195,P004,2,99,198
O0005196,P018,1,159,159
O0005196,P011,1,89,89
O0005196,P024,1,139,139
O0005197,P016,1,89,89
O0005197,P021,1,149,149
O0005197,P007,1,129,129
O0005198,P007,2,129,258
O0005198,P008,1,99,99
O0005199,P007,2,129,258
O0005200,P010,1,99,99
O0005201,P020,1,179,179
O0005201,P003,1,99,99
O0005201,P018,1,159,159
O0005202,P006,1,349,349
O0005202,P001,1,89,89
O0005202,P013,1,139,139
O0005203,P019,1,169,169
O0005204,P010,1,99,99
O0005205,P006,1,349,349
O0005205,P001,1,89,89
O0005205,P001,3,89,267
O0005206,P007,1,129,129
O0005207,P014,1,129,129
O0005207,P001,2,89,178
O0005207,P015,1,79,79
O0005207,P007,1,129,129
O0005208,P015,1,79,79
O0005208,P013,2,139,278
O0005209,P009,1,79,79
O0005209,P017,1,149,149
O0005209,P003,1,99,99
O0005210,P002,2,159,318
O0005210,P001,1,89,89
O0005211,P013,2,139,278
O0005211,P008,1,99,99
O0005212,P005,1,119,119
O0005213,P003,3,99,297
O0005213,P016,1,89,89
O0005213,P009,3,79,237
O0005214,P002,2,159,318
O0005214,P001,1,89,89
O0005215,P015,2,79,158
O0005216,P011,1,89,89
O0005217,P008,1,99,99
O0005217,P005,2,119,238
O0005217,P010,1,99,99
O0005218,P024,3,139,417
O0005219,P013,1,139,139
O0005219,P010,2,99,198
O0005219,P012,1,109,109
O0005220,P002,1,159,159
O0005220,P016,2,89,178
O0005221,P001,1,89,89
O0005221,P011,2,89,178
O0005221,P005,1,119,119
O0005222,P020,1,179,179
O0005223,P017,1,149,149
O0005223,P005,2,119,238
O0005223,P004,1,99,99
O0005224,P006,1,349,349
O0005225,P020,1,179,179
O0005225,P006,2,349,698
O0005225,P002,3,159,477
O0005225,P006,1,349,349
O0005226,P011,1,89,89
O0005227,P010,1,99,99
O0005227,P001,1,89,89
O0005227,P020,2,179,358
O0005227,P008,2,99,198
O0005227,P017,1,149,149
O0005228,P008,3,99,297
O0005228,P021,2,149,298
O0005229,P007,2,129,258
O0005230,P001,2,89,178
O0005230,P016,1,89,89
O0005230,P006,1,349,349
O0005230,P006,1,349,349
O0005231,P001,1,89,89
O0005231,P011,1,89,89
O0005231,P005,1,119,119
O0005232,P023,3,159,477
O0005232,P007,1,129,129
O0005233,P015,1,79,79
O0005234,P019,3,169,507
O0005235,P021,1,149,149
O0005236,P009,3,79,237
O0005236,P005,1,119,119
O0005236,P006,2,349,698
O0005236,P002,1,159,159
O0005237,P013,1,139,139
O0005237,P003,1,99,99
O0005237,P005,1,119,119
O0005238,P003,2,99,198
O0005238,P006,1,349,349
O0005239,P017,1,149,149
O0005240,P005,1,119,119
O0005240,P002,2,159,318
O0005241,P008,2,99,198
O0005241,P016,3,89,267
O0005241,P014,1,129,129
O0005241,P008,2,99,198
O0005241,P001,1,89,89
O0005242,P002,3,159,477
O0005242,P002,1,159,159
O0005243,P005,1,119,119
O0005243,P002,1,159,159
O0005244,P002,1,159,159
O0005244,P012,1,109,109
O0005245,P019,1,169,169
O0005245,P001,1,89,89
O0005245,P008,2,99,198
O0005245,P001,1,89,89
O0005245,P007,2,129,258
O0005246,P006,3,349,1047
O0005246,P008,2,99,198
O0005246,P013,2,139,278
O0005246,P009,1,79,79
O0005247,P004,1,99,99
O0005248,P006,2,349,698
O0005249,P006,1,349,349
O0005249,P022,3,149,447
O0005250,P004,2,99,198
O0005250,P001,1,89,89
O0005251,P024,1,139,139
O0005251,P005,1,119,119
O0005251,P017,2,149,298
O0005252,P001,1,89,89
O0005252,P001,1,89,89
O0005253,P019,1,169,169
O0005253,P011,2,89,178
O0005254,P003,2,99,198
O0005254,P019,1,169,169
O0005254,P003,3,99,297
O0005255,P007,2,129,258
O0005255,P004,1,99,99
O0005255,P002,1,159,159
O0005256,P015,1,79,79
O0005257,P016,1,89,89
O0005257,P015,3,79,237
O0005257,P008,3,99,297
O0005258,P008,2,99,198
O0005258,P003,1,99,99
O0005259,P012,1,109,109
O0005259,P021,2,149,298
O0005260,P001,2,89,178
O0005260,P002,2,159,318
O0005260,P018,1,159,159
O0005260,P011,1,89,89
O0005261,P007,1,129,129
O0005261,P015,1,79,79
O0005261,P014,1,129,129
O0005261,P001,1,89,89
O0005262,P006,1,349,349
O0005263,P013,1,139,139
O0005264,P016,1,89,89
O0005264,P023,1,159,159
O0005265,P007,2,129,258
O0005266,P005,2,119,238
O0005267,P018,2,159,318
O0005267,P015,2,79,158
O0005267,P013,1,139,139
O0005268,P007,2,129,258
O0005268,P005,1,119,119
O0005268,P011,1,89,89
O0005268,P021,2,149,298
O0005269,P008,1,99,99
O0005269,P001,1,89,89
O0005269,P022,1,149,149
O0005269,P007,1,129,129
O0005269,P004,3,99,297
O0005270,P021,1,149,149
O0005270,P007,2,129,258
O0005271,P007,1,129,129
O0005271,P001,2,89,178
O0005272,P013,2,139,278
O0005272,P021,1,149,149
O0005272,P001,1,89,89
O0005273,P020,1,179,179
O0005274,P017,3,149,447
O0005274,P007,2,129,258
O0005275,P022,1,149,149
O0005276,P011,1,89,89
O0005276,P008,1,99,99
O0005277,P002,1,159,159
O0005277,P014,1,129,129
O0005277,P021,1,149,149
O0005278,P006,1,349,349
O0005278,P012,1,109,109
O0005279,P020,1,179,179
O0005280,P021,1,149,149
O0005280,P009,3,79,237
O0005280,P006,2,349,698
O0005280,P015,1,79,79
O0005280,P005,1,119,119
O0005281,P013,1,139,139
O0005281,P021,1,149,149
O0005282,P006,1,349,349
O0005283,P005,2,119,238
O0005283,P012,1,109,109
O0005283,P022,2,149,298
O0005284,P010,1,99,99
O0005285,P008,1,99,99
O0005286,P006,2,349,698
O0005287,P004,1,99,99
O0005288,P003,2,99,198
O0005288,P022,1,149,149
O0005288,P001,1,89,89
O0005289,P011,1,89,89
O0005289,P007,1,129,129
O0005290,P003,1,99,99
O0005290,P001,1,89,89
O0005290,P021,1,149,149
O0005291,P011,1,89,89
O0005291,P023,3,159,477
O0005292,P012,1,109,109
O0005292,P006,1,349,349
O0005292,P007,2,129,258
O0005293,P001,1,89,89
O0005293,P020,1,179,179
O0005293,P006,2,349,698
O0005294,P007,1,129,129
O0005294,P023,1,159,159
O0005295,P013,3,139,417
O0005296,P002,1,159,159
O0005296,P016,1,89,89
O0005297,P010,3,99,297
O0005297,P013,1,139,139
O0005297,P002,3,159,477
O0005298,P016,1,89,89
O0005299,P016,1,89,89
O0005300,P006,2,349,698
O0005300,P002,1,159,159
O0005301,P001,1,89,89
O0005301,P002,1,159,159
O0005301,P016,2,89,178
O0005302,P018,2,159,318
O0005302,P016,1,89,89
O0005302,P015,1,79,79
O0005302,P007,2,129,258
O0005303,P007,3,129,387
O0005304,P005,2,119,238
O0005304,P023,2,159,318
O0005305,P004,3,99,297
O0005306,P001,2,89,178
O0005306,P002,1,159,159
O0005307,P003,1,99,99
O0005307,P021,3,149,447
O0005308,P011,2,89,178
O0005308,P005,1,119,119
O0005308,P020,1,179,179
O0005309,P015,2,79,158
O0005310,P011,2,89,178
O0005311,P005,3,119,357
O0005311,P010,1,99,99
O0005312,P013,1,139,139
O0005312,P003,1,99,99
O0005312,P004,1,99,99
O0005313,P014,1,129,129
O0005313,P006,1,349,349
O0005313,P010,1,99,99
O0005313,P022,1,149,149
O0005314,P007,1,129,129
O0005314,P004,1,99,99
O0005315,P013,1,139,139
O0005315,P022,2,149,298
O0005316,P010,3,99,297
O0005316,P007,2,129,258
O0005317,P002,1,159,159
O0005317,P015,1,79,79
O0005318,P007,1,129,129
O0005318,P016,1,89,89
O0005318,P002,1,159,159
O0005318,P003,2,99,198
O0005319,P007,1,129,129
O0005320,P016,1,89,89
O0005320,P021,2,149,298
O0005321,P002,3,159,477
O0005321,P015,1,79,79
O0005321,P016,1,89,89
O0005322,P024,1,139,139
O0005323,P006,1,349,349
O0005323,P006,3,349,1047
O0005324,P003,1,99,99
O0005324,P024,1,139,139
O0005324,P004,1,99,99
O0005324,P008,2,99,198
O0005325,P011,1,89,89
O0005325,P003,1,99,99
O0005326,P004,2,99,198
O0005326,P003,2,99,198
O0005327,P002,3,159,477
O0005328,P007,2,129,258
O0005328,P024,1,139,139
O0005329,P014,1,129,129
O0005330,P018,1,159,159
O0005330,P016,1,89,89
O0005330,P003,1,99,99
O0005330,P023,1,159,159
O0005331,P008,1,99,99
O0005331,P009,2,79,158
O0005331,P003,1,99,99
O0005332,P019,2,169,338
O0005333,P023,1,159,159
O0005333,P017,3,149,447
O0005334,P018,1,159,159
O0005334,P024,3,139,417
O0005334,P008,1,99,99
O0005334,P007,1,129,129
O0005335,P024,2,139,278
O0005336,P012,1,109,109
O0005336,P001,1,89,89
O0005336,P001,1,89,89
O0005337,P006,1,349,349
O0005337,P015,2,79,158
O0005338,P008,1,99,99
O0005338,P008,1,99,99
O0005339,P004,1,99,99
O0005339,P007,2,129,258
O0005339,P018,1,159,159
O0005339,P014,1,129,129
O0005340,P010,3,99,297
O0005340,P011,1,89,89
O0005341,P002,1,159,159
O0005341,P010,1,99,99
O0005342,P016,2,89,178
O0005342,P004,1,99,99
O0005342,P004,3,99,297
O0005343,P007,1,129,129
O0005343,P014,1,129,129
O0005344,P001,1,89,89
O0005345,P007,1,129,129
O0005345,P014,1,129,129
O0005345,P011,1,89,89
O0005345,P019,1,169,169
O0005346,P020,1,179,179
O0005346,P010,1,99,99
O0005347,P001,1,89,89
O0005348,P008,2,99,198
O0005348,P015,2,79,158
O0005349,P013,1,139,139
O0005349,P006,1,349,349
O0005349,P006,1,349,349
O0005350,P014,1,129,129
O0005350,P004,1,99,99
O0005350,P024,1,139,139
O0005350,P014,1,129,129
O0005350,P022,2,149,298
O0005351,P014,1,129,129
O0005351,P020,1,179,179
O0005351,P004,2,99,198
O0005351,P012,1,109,109
O0005352,P007,2,129,258
O0005352,P011,1,89,89
O0005353,P009,1,79,79
O0005353,P005,1,119,119
O0005353,P018,2,159,318
O0005354,P005,1,119,119
O0005354,P021,1,149,149
O0005355,P022,2,149,298
O0005355,P010,1,99,99
O0005356,P010,1,99,99
O0005356,P004,1,99,99
O0005357,P021,2,149,298
O0005357,P012,2,109,218
O0005357,P010,2,99,198
O0005358,P003,2,99,198
O0005359,P016,1,89,89
O0005359,P014,1,129,129
O0005359,P004,1,99,99
O0005359,P004,1,99,99
O0005359,P002,1,159,159
O0005360,P015,1,79,79
O0005360,P015,2,79,158
O0005360,P001,2,89,178
O0005360,P004,2,99,198
O0005361,P004,1,99,99
O0005361,P019,1,169,169
O0005362,P010,1,99,99
O0005362,P024,1,139,139
O0005363,P006,1,349,349
O0005363,P022,3,149,447
O0005363,P019,1,169,169
O0005363,P006,1,349,349
O0005364,P022,1,149,149
O0005364,P001,3,89,267
O0005364,P015,3,79,237
O0005364,P003,1,99,99
O0005364,P003,1,99,99
O0005365,P007,3,129,387
O0005365,P004,2,99,198
O0005366,P002,1,159,159
O0005366,P010,1,99,99
O0005367,P015,1,79,79
O0005367,P024,1,139,139
O0005368,P022,1,149,149
O0005368,P005,2,119,238
O0005369,P011,1,89,89
O0005370,P007,1,129,129
O0005370,P007,1,129,129
O0005371,P006,2,349,698
O0005372,P001,1,89,89
O0005372,P003,3,99,297
O0005372,P011,1,89,89
O0005373,P004,2,99,198
O0005374,P019,1,169,169
O0005374,P011,1,89,89
O0005375,P002,2,159,318
O0005375,P014,1,129,129
O0005376,P011,2,89,178
O0005376,P013,1,139,139
O0005377,P011,1,89,89
O0005378,P011,1,89,89
O0005378,P006,1,349,349
O0005379,P004,2,99,198
O0005379,P011,1,89,89
O0005380,P013,2,139,278
O0005381,P007,1,129,129
O0005382,P016,1,89,89
O0005383,P013,2,139,278
O0005383,P003,1,99,99
O0005383,P002,1,159,159
O0005383,P001,1,89,89
O0005383,P015,1,79,79
O0005384,P005,2,119,238
O0005384,P005,1,119,119
O0005384,P008,1,99,99
O0005385,P006,2,349,698
O0005386,P003,1,99,99
O0005386,P010,1,99,99
O0005386,P017,1,149,149
O0005387,P018,3,159,477
O0005387,P019,3,169,507
O0005387,P013,1,139,139
O0005388,P001,2,89,178
O0005388,P017,2,149,298
O0005389,P015,1,79,79
O0005389,P007,2,129,258
O0005390,P013,1,139,139
O0005390,P011,3,89,267
O0005391,P023,2,159,318
O0005391,P013,3,139,417
O0005391,P020,1,179,179
O0005391,P016,1,89,89
O0005392,P003,1,99,99
O0005392,P010,1,99,99
O0005392,P018,1,159,159
O0005392,P023,1,159,159
O0005392,P005,2,119,238
O0005393,P007,1,129,129
O0005394,P008,1,99,99
O0005394,P017,1,149,149
O0005394,P002,1,159,159
O0005395,P009,2,79,158
O0005396,P010,2,99,198
O0005396,P005,1,119,119
O0005397,P009,2,79,158
O0005398,P006,1,349,349
O0005398,P004,3,99,297
O0005399,P018,1,159,159
O0005400,P004,1,99,99
O0005401,P001,3,89,267
O0005401,P024,1,139,139
O0005401,P015,1,79,79
O0005401,P001,1,89,89
O0005402,P019,1,169,169
O0005403,P020,2,179,358
O0005404,P009,2,79,158
O0005404,P019,2,169,338
O0005404,P012,1,109,109
O0005404,P002,2,159,318
O0005404,P007,1,129,129
O0005405,P006,2,349,698
O0005405,P003,2,99,198
O0005405,P007,1,129,129
O0005406,P008,1,99,99
O0005406,P014,1,129,129
O0005406,P007,1,129,129
O0005407,P017,1,149,149
O0005407,P011,2,89,178
O0005407,P002,1,159,159
O0005407,P005,1,119,119
O0005408,P017,1,149,149
O0005408,P011,1,89,89
O0005409,P021,1,149,149
O0005410,P014,1,129,129
O0005410,P002,1,159,159
O0005410,P001,1,89,89
O0005410,P017,1,149,149
O0005411,P001,1,89,89
O0005411,P004,2,99,198
O0005411,P002,1,159,159
O0005412,P009,1,79,79
O0005413,P008,1,99,99
O0005413,P019,2,169,338
O0005413,P016,2,89,178
O0005414,P001,2,89,178
O0005414,P015,1,79,79
O0005415,P024,2,139,278
O0005416,P006,2,349,698
O0005416,P005,1,119,119
O0005416,P002,1,159,159
O0005417,P005,1,119,119
O0005417,P014,3,129,387
O0005418,P008,1,99,99
O0005418,P023,3,159,477
O0005418,P009,1,79,79
O0005419,P017,1,149,149
O0005420,P001,1,89,89
O0005420,P003,1,99,99
O0005420,P002,1,159,159
O0005420,P024,1,139,139
O0005421,P011,1,89,89
O0005422,P015,1,79,79
O0005422,P002,1,159,159
O0005423,P006,2,349,698
O0005423,P018,2,159,318
O0005424,P001,2,89,178
O0005424,P007,2,129,258
O0005424,P006,3,349,1047
O0005425,P004,2,99,198
O0005425,P024,1,139,139
O0005425,P007,2,129,258
O0005425,P008,1,99,99
O0005426,P009,1,79,79
O0005426,P008,1,99,99
O0005427,P007,3,129,387
O0005428,P009,1,79,79
O0005429,P010,1,99,99
O0005430,P010,2,99,198
O0005431,P004,1,99,99
O0005432,P015,1,79,79
O0005432,P002,1,159,159
O0005433,P007,3,129,387
O0005433,P020,2,179,358
O0005433,P011,1,89,89
O0005433,P007,1,129,129
O0005434,P012,1,109,109
O0005435,P018,2,159,318
O0005435,P001,1,89,89
O0005435,P012,3,109,327
O0005435,P018,2,159,318
O0005436,P005,1,119,119
O0005436,P009,2,79,158
O0005436,P010,1,99,99
O0005436,P004,1,99,99
O0005436,P009,1,79,79
O0005437,P003,1,99,99
O0005437,P015,1,79,79
O0005437,P008,2,99,198
O0005437,P006,1,349,349
O0005438,P008,3,99,297
O0005438,P002,2,159,318
O0005438,P019,1,169,169
O0005439,P010,1,99,99
O0005440,P014,1,129,129
O0005440,P001,1,89,89
O0005440,P004,1,99,99
O0005441,P004,1,99,99
O0005441,P012,2,109,218
O0005442,P011,1,89,89
O0005442,P004,3,99,297
O0005442,P021,1,149,149
