customer_id,city,channel,tenure_days,recency_days,frequency,monetary,avg_order_value,lifespan_days,days_since_signup,discount_usage_rate,avg_discount_pct,max_order_value,min_order_value,orders_per_month,mayo_spend_share,sauces_spend_share,dips_spend_share,distinct_products_bought,recent_spend_ratio,is_churned,r_score,f_score,m_score,rfm_total,rfm_avg,cluster_id,segment_label,segment_color,churn_prob,churn_risk_tier,active_days,daily_purchase_rate,retention_factor,discount_ltv_haircut,ltv_heuristic,ltv_predicted,ltv_tier
C00846,Bangalore,instagram,813,48,32,13063.97,408.25,760,808,43.75,13.21,1059.81,87.02,1.263,0.0,0.0,0.0,22,0.045,0,3,5,5,13,4.333333333333333,1,Champions,#2ECC71,0.012033276657471314,Low Risk,760,0.042105263157894736,0.690956439983888,0.890625,3861.01,3607.03,Gold
C00847,Mumbai,instagram,722,7,33,16428.45,497.83,712,719,24.24,12.5,1480.14,78.44,1.39,0.0,0.0,0.0,21,0.009,0,5,5,5,15,5.0,1,Champions,#2ECC71,0.04453325546273902,Low Risk,712,0.046348314606741575,0.9475160078148386,0.9394,7496.27,7275.65,Platinum
C00848,Ahmedabad,referral,900,900,1,726.89,726.89,0,900,0.0,0.0,726.89,726.89,1.0,0.0,0.0,0.0,3,0.0,1,1,1,2,4,1.3333333333333333,3,Discount Dependent,#E67E22,0.9994119828805297,High Risk,1,1.0,0.0009765625,1.0,259.1,460.43,Bronze
C00849,Bangalore,instagram,309,3,7,2216.0,316.57,298,301,14.29,10.0,928.86,138.54,0.705,0.0,0.0,0.0,12,0.197,0,5,3,3,11,3.6666666666666665,0,Loyal Customers,#3498DB,0.019023873703360512,Low Risk,298,0.02348993288590604,0.9771599684342459,0.964275,2557.47,2837.69,Silver
C00850,Hyderabad,modern_trade,882,48,22,9141.9,415.54,746,794,81.82,14.17,1114.99,63.25,0.885,0.0,0.0,0.0,21,0.079,0,3,5,5,13,4.333333333333333,0,Loyal Customers,#3498DB,0.02587222541840846,Low Risk,746,0.029490616621983913,0.690956439983888,0.79545,2458.4,2547.56,Silver
C00851,Mumbai,website,187,51,8,2978.46,372.31,132,183,12.5,25.0,748.12,69.92,1.818,0.0,0.0,0.0,11,0.591,0,3,3,3,9,3.0,4,Promising,#F39C12,0.012734177244333778,Low Risk,132,0.06060606060606061,0.675174973084095,0.96875,5386.93,4939.01,Gold
C00852,Indore,distributor,874,341,2,1012.53,506.26,393,734,50.0,10.0,699.94,312.59,0.153,0.0,0.0,0.0,6,0.0,1,2,2,2,6,2.0,3,Discount Dependent,#E67E22,0.976991235758098,High Risk,393,0.005089058524173028,0.07234871038116575,0.875,59.53,95.64,Bronze
C00853,Delhi,instagram,340,89,1,718.13,718.13,0,89,100.0,10.0,718.13,718.13,1.0,0.0,0.0,0.0,2,1.0,1,3,1,2,6,2.0,4,Promising,#F39C12,0.9089167518865214,High Risk,1,1.0,0.5038656846085757,0.75,99053.99,100565.96,Platinum
C00854,Kolkata,instagram,618,293,3,930.07,310.02,312,605,0.0,0.0,709.49,97.59,0.288,0.0,0.0,0.0,5,0.0,1,2,2,2,6,2.0,3,Discount Dependent,#E67E22,0.9911806339018034,High Risk,312,0.009615384615384616,0.1047080629031445,1.0,113.93,0.0,Bronze
C00855,Delhi,website,552,21,16,4407.57,275.47,523,544,25.0,13.75,667.63,78.73,0.918,0.0,0.0,0.0,16,0.484,0,4,4,4,12,4.0,0,Loyal Customers,#3498DB,0.007987906908593145,Low Risk,523,0.030592734225621414,0.8506671609508557,0.9375,2453.11,2534.86,Silver
C00856,Mumbai,website,257,32,2,859.17,429.58,51,83,0.0,0.0,704.79,154.38,1.176,0.0,0.0,0.0,2,1.0,0,4,2,2,8,2.6666666666666665,4,Promising,#F39C12,0.0498561180283906,Low Risk,51,0.0392156862745098,0.7815686173483609,1.0,4805.78,4430.16,Gold
C00857,Mumbai,instagram,732,9,30,12604.85,420.16,690,699,30.0,12.22,1438.44,80.22,1.304,0.0,0.0,0.0,22,0.179,0,5,5,5,15,5.0,1,Champions,#2ECC71,0.002134882358848535,Low Risk,690,0.043478260869565216,0.9330329915368074,0.925,5754.64,5844.75,Gold
C00858,Bangalore,website,115,69,2,617.25,308.63,8,77,0.0,0.0,485.45,131.8,2.0,0.0,0.0,0.0,4,1.0,1,3,2,2,7,2.3333333333333335,4,Promising,#F39C12,0.8801624535575687,High Risk,8,0.25,0.5877739531418044,1.0,16553.18,15947.78,Platinum
C00859,Hyderabad,modern_trade,800,8,44,17148.29,389.73,747,755,22.73,13.5,1174.62,85.65,1.767,0.0,0.0,0.0,23,0.081,0,5,5,5,15,5.0,1,Champions,#2ECC71,0.003562674791217321,Low Risk,747,0.058902275769745646,0.940246614086162,0.943175,7430.58,7694.36,Platinum
C00860,Mumbai,instagram,170,36,4,1700.98,425.25,69,105,75.0,16.67,744.01,294.16,1.739,0.0,0.0,0.0,10,0.563,0,4,2,3,9,3.0,4,Promising,#F39C12,0.027276623226919452,Low Risk,69,0.057971014492753624,0.7578582832551991,0.8125,5540.63,5829.77,Gold
C00861,Indore,website,468,2,17,7849.29,461.72,464,466,82.35,14.64,1306.91,67.82,1.099,0.0,0.0,0.0,18,0.109,0,5,4,4,13,4.333333333333333,0,Loyal Customers,#3498DB,0.006988847233230769,Low Risk,464,0.036637931034482756,0.9847147529344312,0.794125,4828.38,5026.78,Gold
C00862,Bangalore,instagram,891,785,9,4136.61,459.62,104,889,66.67,8.33,1048.59,128.66,2.596,0.0,0.0,0.0,15,0.0,1,1,3,4,8,2.6666666666666665,2,At Risk,#E74C3C,0.991632406599148,High Risk,104,0.08653846153846154,0.002367824349245206,0.833325,28.65,0.0,Bronze
C00863,Hyderabad,distributor,767,19,36,15047.28,417.98,746,765,22.22,13.75,1795.57,81.3,1.448,0.0,0.0,0.0,24,0.126,0,4,5,5,14,4.666666666666667,1,Champions,#2ECC71,0.0020028252673070603,Low Risk,746,0.04825737265415549,0.8638716525936915,0.94445,6006.76,5997.31,Gold
C00864,Bangalore,website,413,5,7,1606.15,229.45,389,394,28.57,12.5,621.4,71.35,0.54,0.0,0.0,0.0,8,0.739,0,5,3,2,10,3.3333333333333335,4,Promising,#F39C12,0.026115715555226304,Low Risk,389,0.017994858611825194,0.9622238368941451,0.928575,1346.55,1605.84,Silver
C00865,Bangalore,instagram,766,593,4,1955.77,488.94,148,741,0.0,0.0,728.28,309.48,0.811,0.0,0.0,0.0,9,0.0,1,1,2,3,6,2.0,3,Discount Dependent,#E67E22,0.9937561152894531,High Risk,148,0.02702702702702703,0.010388355575125253,1.0,50.11,0.0,Bronze
C00866,Hyderabad,referral,471,304,2,1131.24,565.62,83,387,0.0,0.0,639.51,491.73,0.723,0.0,0.0,0.0,5,0.0,1,2,2,2,6,2.0,3,Discount Dependent,#E67E22,0.9992193488245774,High Risk,83,0.024096385542168676,0.09620276849168703,1.0,478.58,1281.28,Bronze
C00867,Mumbai,distributor,491,77,11,3638.2,330.75,398,475,54.55,15.0,1041.9,99.3,0.829,0.0,0.0,0.0,15,0.062,1,3,4,3,10,3.3333333333333335,0,Loyal Customers,#3498DB,0.9136766448605077,High Risk,398,0.02763819095477387,0.5526524692896199,0.863625,1592.5,1294.95,Bronze
C00868,Mumbai,website,596,4,17,7199.89,423.52,396,400,5.88,15.0,1131.52,77.62,1.288,0.0,0.0,0.0,20,0.305,0,5,4,4,13,4.333333333333333,0,Loyal Customers,#3498DB,0.011857955110909828,Low Risk,396,0.04292929292929293,0.969663144646718,0.9853,6340.3,5457.88,Gold
C00869,Kolkata,referral,746,666,2,633.38,316.69,63,729,0.0,0.0,375.83,257.55,0.952,0.0,0.0,0.0,4,0.0,1,1,2,2,5,1.6666666666666667,3,Discount Dependent,#E67E22,0.9998964371039785,High Risk,63,0.031746031746031744,0.005920767837931244,1.0,21.73,0.0,Bronze
C00870,Jaipur,website,260,40,5,1505.38,301.08,144,184,100.0,17.0,564.59,71.03,1.042,0.0,0.0,0.0,11,0.521,0,3,3,2,8,2.6666666666666665,4,Promising,#F39C12,0.028374162830014153,Low Risk,144,0.034722222222222224,0.7348672461377994,0.75,2103.06,1872.64,Silver
C00871,Delhi,website,709,450,16,7457.85,466.12,259,709,50.0,12.5,1144.1,118.31,1.853,0.0,0.0,0.0,20,0.0,1,1,4,4,9,3.0,3,Discount Dependent,#E67E22,0.9874853904367298,High Risk,259,0.06177606177606178,0.03125,0.875,287.39,797.09,Bronze
C00872,Delhi,instagram,416,7,22,8607.93,391.27,408,415,13.64,10.0,951.07,84.32,1.618,0.0,0.0,0.0,20,0.379,0,5,5,5,15,5.0,1,Champions,#2ECC71,0.004802584379090837,Low Risk,408,0.05392156862745098,0.9475160078148386,0.9659,7047.75,7340.95,Platinum
C00873,Chennai,instagram,156,22,1,520.27,520.27,0,22,100.0,15.0,520.27,520.27,1.0,0.0,0.0,0.0,5,1.0,0,4,1,1,6,2.0,4,Promising,#F39C12,0.08400834213825074,Low Risk,1,1.0,0.8441407967796914,0.75,120225.83,119463.96,Platinum
C00874,Bangalore,website,287,4,4,2532.43,633.11,196,200,25.0,10.0,1263.44,151.8,0.612,0.0,0.0,0.0,7,0.237,0,5,2,3,10,3.3333333333333335,0,Loyal Customers,#3498DB,0.022435009979409233,Low Risk,196,0.02040816326530612,0.969663144646718,0.9375,4287.14,4734.39,Gold
C00875,Mumbai,referral,444,4,11,3774.59,343.14,428,432,18.18,5.0,665.19,88.31,0.771,0.0,0.0,0.0,14,0.408,0,5,4,3,12,4.0,0,Loyal Customers,#3498DB,0.011275807003688696,Low Risk,428,0.02570093457943925,0.969663144646718,0.95455,2979.43,2938.97,Silver
C00876,Mumbai,instagram,199,14,4,1697.84,424.46,140,154,0.0,0.0,757.48,107.54,0.857,0.0,0.0,0.0,7,0.406,0,4,2,3,9,3.0,0,Loyal Customers,#3498DB,0.009044810759696079,Low Risk,140,0.02857142857142857,0.8977865850653693,1.0,3974.06,3538.43,Silver
C00877,Indore,modern_trade,527,479,2,919.24,459.62,2,481,0.0,0.0,793.04,126.2,2.0,1.0,0.0,0.0,3,0.0,1,1,2,2,5,1.6666666666666667,3,Discount Dependent,#E67E22,0.9999323714752787,High Risk,2,1.0,0.02499490368119782,1.0,4193.18,4762.07,Gold
C00878,Chennai,referral,598,431,4,1358.09,339.52,102,533,75.0,13.33,513.4,196.82,1.176,0.0,0.0,0.0,9,0.0,1,1,2,2,5,1.6666666666666667,2,At Risk,#E74C3C,0.9982100997666127,High Risk,102,0.0392156862745098,0.03617435519058286,0.8125,142.84,28.71,Bronze
C00879,Mumbai,referral,141,22,2,1115.88,557.94,18,40,50.0,25.0,627.37,488.51,2.0,0.0,0.0,0.0,6,1.0,0,4,2,2,8,2.6666666666666665,4,Promising,#F39C12,0.0824137258165039,Low Risk,18,0.1111111111111111,0.8441407967796914,0.875,16713.25,17854.43,Platinum
C00880,Delhi,instagram,657,49,15,4460.38,297.36,596,645,86.67,18.08,585.02,87.81,0.755,0.0,0.0,0.0,19,0.089,0,3,4,4,11,3.6666666666666665,0,Loyal Customers,#3498DB,0.02605244624324961,Low Risk,596,0.025167785234899327,0.6856553850463664,0.783325,1467.13,1626.52,Silver
C00881,Delhi,website,889,5,24,8058.05,335.75,873,878,33.33,14.38,1152.99,52.83,0.825,0.0,0.0,0.0,18,0.07,0,5,5,5,15,5.0,0,Loyal Customers,#3498DB,0.016625673320962195,Low Risk,873,0.027491408934707903,0.9622238368941451,0.916675,2971.65,3106.03,Silver
C00882,Chennai,website,154,28,4,1210.75,302.69,91,119,50.0,10.0,700.79,105.63,1.319,0.0,0.0,0.0,6,0.334,0,4,2,2,8,2.6666666666666665,0,Loyal Customers,#3498DB,0.03613051488656255,Low Risk,91,0.04395604395604396,0.8060207523233376,0.875,3425.03,3263.84,Silver
C00883,Mumbai,website,573,64,19,12361.99,650.63,461,525,36.84,15.71,1562.22,156.95,1.236,0.0,0.0,0.0,20,0.013,1,3,4,5,12,4.0,1,Champions,#2ECC71,0.9177093698978708,High Risk,461,0.04121475054229935,0.6108495036238286,0.9078999999999999,5428.15,5137.13,Gold
C00884,Mumbai,instagram,419,345,2,1848.79,924.39,34,379,50.0,10.0,1095.0,753.79,1.765,0.0,0.0,0.0,6,0.0,1,2,2,3,7,2.3333333333333335,3,Discount Dependent,#E67E22,0.997693092454681,High Risk,34,0.058823529411764705,0.07015387801933581,0.875,1218.31,289.37,Bronze
C00885,Pune,website,401,342,1,922.55,922.55,0,342,100.0,20.0,922.55,922.55,1.0,0.0,0.0,0.0,5,0.0,1,2,1,2,5,1.6666666666666667,2,At Risk,#E74C3C,0.9993244712176139,High Risk,1,1.0,0.0717936471873147,0.75,18131.35,16225.74,Platinum
C00886,Mumbai,distributor,546,41,16,6336.04,396.0,499,540,75.0,13.33,823.4,94.74,0.962,0.0,0.0,0.0,16,0.114,0,3,4,4,11,3.6666666666666665,0,Loyal Customers,#3498DB,0.01001102188316824,Low Risk,499,0.03206412825651302,0.7292293051358275,0.8125,2745.96,2614.61,Silver
C00887,Chennai,referral,540,497,3,1766.99,589.0,36,533,100.0,18.33,1276.63,147.63,2.5,0.0,0.0,0.0,6,0.0,1,1,2,3,6,2.0,2,At Risk,#E74C3C,0.9999609011742668,High Risk,36,0.08333333333333333,0.021759327479199137,0.75,292.37,378.65,Bronze
C00888,Delhi,instagram,313,309,1,212.52,212.52,0,309,0.0,0.0,212.52,212.52,1.0,1.0,0.0,0.0,2,0.0,1,2,1,1,4,1.3333333333333333,3,Discount Dependent,#E67E22,0.9988443298738847,High Risk,1,1.0,0.0925685970179103,1.0,7180.53,10684.98,Platinum
C00889,Mumbai,modern_trade,693,494,1,405.79,405.79,0,494,0.0,0.0,405.79,405.79,1.0,1.0,0.0,0.0,2,0.0,1,1,1,1,3,1.0,3,Discount Dependent,#E67E22,0.9995738946757862,High Risk,1,1.0,0.022267927649620378,1.0,3298.18,2615.28,Silver
C00890,Delhi,instagram,437,18,6,1936.56,322.76,390,408,83.33,18.0,739.67,102.47,0.462,0.0,0.0,0.0,10,0.176,0,4,3,3,10,3.3333333333333335,0,Loyal Customers,#3498DB,0.019948218537952398,Low Risk,390,0.015384615384615385,0.8705505632961241,0.791675,1249.11,1278.52,Bronze
C00891,Indore,instagram,489,440,1,993.16,993.16,0,440,100.0,5.0,993.16,993.16,1.0,0.0,0.0,0.0,4,0.0,1,1,1,2,4,1.3333333333333333,2,At Risk,#E74C3C,0.9986138170981409,High Risk,1,1.0,0.03375186684038457,0.75,9176.37,8262.4,Platinum
C00892,Kolkata,instagram,556,444,4,1319.64,329.91,106,550,75.0,6.67,674.27,123.04,1.132,0.0,0.0,0.0,8,0.0,1,1,2,2,5,1.6666666666666667,2,At Risk,#E74C3C,0.9952607494284879,High Risk,106,0.03773584905660377,0.03272794133814459,0.8125,120.83,120.27,Bronze
C00893,Pune,instagram,452,351,4,1449.26,362.31,100,451,50.0,20.0,772.21,118.25,1.2,0.0,0.0,0.0,8,0.0,1,2,2,2,6,2.0,2,At Risk,#E74C3C,0.9962149026483419,High Risk,100,0.04,0.06698584140851833,0.875,310.04,524.61,Bronze
C00894,Bangalore,referral,409,3,26,10525.21,404.82,402,405,15.38,17.5,1250.74,68.31,1.94,0.0,0.0,0.0,19,0.239,0,5,5,5,15,5.0,1,Champions,#2ECC71,0.0033087090547702963,Low Risk,402,0.06467661691542288,0.9771599684342459,0.96155,8979.24,8750.78,Platinum
C00895,Chennai,instagram,885,511,17,6304.54,370.86,317,828,64.71,15.0,1250.56,68.12,1.609,0.0,0.0,0.0,18,0.0,1,1,4,4,9,3.0,2,At Risk,#E74C3C,0.9936317949741671,High Risk,317,0.05362776025236593,0.019535232310869243,0.838225,118.87,44.13,Bronze
C00896,Delhi,modern_trade,110,93,2,881.75,440.88,14,107,0.0,0.0,546.99,334.76,2.0,0.0,0.0,0.0,5,0.0,1,3,2,2,7,2.3333333333333335,3,Discount Dependent,#E67E22,0.9884228518498729,High Risk,14,0.14285714285714285,0.48857998421712295,1.0,11231.84,10382.6,Platinum
C00897,Delhi,website,111,106,1,429.17,429.17,0,106,100.0,25.0,429.17,429.17,1.0,0.0,0.0,0.0,3,0.0,1,3,1,1,5,1.6666666666666667,2,At Risk,#E74C3C,0.9981009573263905,High Risk,1,1.0,0.44203184765024595,0.75,51932.24,46269.66,Platinum
C00898,Kolkata,website,689,641,2,1506.91,753.45,4,645,0.0,0.0,1135.57,371.34,2.0,0.0,0.0,0.0,5,0.0,1,1,2,2,5,1.6666666666666667,3,Discount Dependent,#E67E22,0.999612752146706,High Risk,4,0.5,0.007177901185475316,1.0,986.99,368.25,Bronze
C00899,Mumbai,referral,222,181,1,239.68,239.68,0,181,0.0,0.0,239.68,239.68,1.0,0.0,0.0,0.0,2,0.0,1,2,1,1,4,1.3333333333333333,3,Discount Dependent,#E67E22,0.9997605419843492,High Risk,1,1.0,0.24808198656573588,1.0,21703.01,21029.3,Platinum
C00900,Mumbai,website,764,26,27,10253.92,379.77,721,747,85.19,13.04,1148.39,72.4,1.123,0.0,0.0,0.0,20,0.105,0,4,5,5,14,4.666666666666667,1,Champions,#2ECC71,0.009755914264535264,Low Risk,721,0.03744798890429958,0.8185322195299817,0.787025,3344.0,3633.73,Gold
C00901,Delhi,referral,488,369,1,298.3,298.3,0,369,0.0,0.0,298.3,298.3,1.0,1.0,0.0,0.0,1,0.0,1,1,1,1,3,1.0,3,Discount Dependent,#E67E22,0.9984285229996787,High Risk,1,1.0,0.05831456197105047,1.0,6349.26,5896.2,Gold
C00902,Mumbai,modern_trade,173,31,6,2495.29,415.88,135,166,66.67,6.25,759.9,181.24,1.333,0.0,0.0,0.0,9,0.337,0,4,3,3,10,3.3333333333333335,0,Loyal Customers,#3498DB,0.009871554006864966,Low Risk,135,0.044444444444444446,0.7876112128976197,0.833325,4427.97,4673.77,Gold
C00903,Mumbai,modern_trade,561,40,17,6800.56,400.03,465,505,23.53,18.75,870.52,83.42,1.097,0.0,0.0,0.0,19,0.061,0,3,4,4,11,3.6666666666666665,0,Loyal Customers,#3498DB,0.018635594394524054,Low Risk,465,0.03655913978494624,0.7348672461377994,0.941175,3691.99,3513.29,Silver
C00904,Hyderabad,website,726,14,23,9936.7,432.03,706,720,34.78,10.63,1087.02,114.82,0.977,0.0,0.0,0.0,20,0.262,0,4,5,5,14,4.666666666666667,0,Loyal Customers,#3498DB,0.006217214018224058,Low Risk,706,0.032577903682719546,0.8977865850653693,0.91305,4211.12,4068.36,Gold
C00905,Bangalore,referral,497,35,26,10081.69,387.76,451,486,19.23,10.0,1296.13,89.59,1.729,0.0,0.0,0.0,22,0.14,0,4,5,5,14,4.666666666666667,1,Champions,#2ECC71,0.003706336501396083,Low Risk,451,0.057649667405764965,0.7637175654573216,0.951925,5931.82,6171.33,Gold
C00906,Kolkata,modern_trade,106,106,1,76.82,76.82,0,106,100.0,10.0,76.82,76.82,1.0,0.0,1.0,0.0,1,0.0,1,3,1,1,5,1.6666666666666667,2,At Risk,#E74C3C,0.9891607578125888,High Risk,1,1.0,0.44203184765024595,0.75,9295.7,10461.92,Platinum
C00907,Pune,referral,483,11,13,5501.44,423.19,395,406,30.77,16.25,1560.3,109.71,0.987,0.0,0.0,0.0,15,0.107,0,5,4,4,13,4.333333333333333,0,Loyal Customers,#3498DB,0.01886501862771473,Low Risk,395,0.03291139240506329,0.9187713517408406,0.923075,4311.41,4242.08,Gold
C00908,Delhi,instagram,871,581,4,848.4,212.1,267,848,25.0,15.0,385.28,82.1,0.449,0.0,0.0,0.0,7,0.0,1,1,2,2,5,1.6666666666666667,3,Discount Dependent,#E67E22,0.9980135187776044,High Risk,267,0.0149812734082397,0.011394207892747307,0.9375,12.39,0.0,Bronze
C00909,Delhi,instagram,519,37,22,9479.09,430.87,384,421,40.91,21.11,996.94,64.34,1.719,0.0,0.0,0.0,20,0.235,0,3,5,5,13,4.333333333333333,1,Champions,#2ECC71,0.007229465945643468,Low Risk,384,0.057291666666666664,0.7520439537809918,0.897725,6082.99,6195.91,Gold
C00910,Delhi,distributor,209,8,11,4562.32,414.76,186,194,9.09,5.0,752.98,102.57,1.774,0.0,0.0,0.0,15,0.503,0,5,4,4,13,4.333333333333333,4,Promising,#F39C12,0.005635414449748876,Low Risk,186,0.05913978494623656,0.940246614086162,0.977275,8226.75,7941.59,Platinum
C00911,Hyderabad,instagram,833,6,21,5858.94,279.0,784,790,33.33,15.71,855.42,73.77,0.804,0.0,0.0,0.0,14,0.084,0,5,5,4,14,4.666666666666667,0,Loyal Customers,#3498DB,0.017724587824442632,Low Risk,784,0.026785714285714284,0.9548416039104165,0.916675,2387.52,2519.51,Silver
C00912,Delhi,modern_trade,195,187,1,1025.2,1025.2,0,187,100.0,20.0,1025.2,1025.2,1.0,0.0,0.0,0.0,3,0.0,1,2,1,2,5,1.6666666666666667,2,At Risk,#E74C3C,0.9967458832256035,High Risk,1,1.0,0.23687900195370964,0.75,66479.74,53980.92,Platinum
C00913,Chennai,instagram,122,60,1,253.07,253.07,0,60,0.0,0.0,253.07,253.07,1.0,0.0,0.0,0.0,2,1.0,0,3,1,1,5,1.6666666666666667,4,Promising,#F39C12,0.15594225905514608,Low Risk,1,1.0,0.6299605249474366,1.0,58189.8,59096.14,Platinum
C00914,Bangalore,referral,128,2,2,418.79,209.39,46,48,50.0,5.0,224.48,194.31,1.304,0.0,0.0,0.0,4,1.0,0,5,2,1,8,2.6666666666666665,4,Promising,#F39C12,0.042353693421516084,Low Risk,46,0.043478260869565216,0.9847147529344312,0.875,2863.12,2314.28,Silver
C00915,Hyderabad,website,368,3,12,5180.29,431.69,326,329,83.33,12.5,1262.41,70.84,1.104,0.0,0.0,0.0,13,0.301,0,5,4,4,13,4.333333333333333,0,Loyal Customers,#3498DB,0.007767477472528138,Low Risk,326,0.03680981595092025,0.9771599684342459,0.791675,4486.85,4698.75,Gold
C00916,Bangalore,instagram,462,6,32,11109.66,347.18,429,435,21.88,15.71,951.08,55.01,2.238,0.0,0.0,0.0,22,0.269,0,5,5,5,15,5.0,1,Champions,#2ECC71,0.001936771299512293,Low Risk,429,0.07459207459207459,0.9548416039104165,0.9453,8531.81,8659.63,Platinum
C00917,Delhi,website,438,411,1,552.71,552.71,0,411,100.0,15.0,552.71,552.71,1.0,0.0,1.0,0.0,2,0.0,1,1,1,1,3,1.0,2,At Risk,#E74C3C,0.9999835965778217,High Risk,1,1.0,0.042198435817755946,0.75,6384.81,6507.51,Gold
C00918,Jaipur,website,770,107,4,1662.8,415.7,426,533,50.0,10.0,912.68,96.93,0.282,0.0,0.0,0.0,7,0.0,1,3,2,2,7,2.3333333333333335,0,Loyal Customers,#3498DB,0.9861807184821074,High Risk,426,0.009389671361502348,0.4386405555615829,0.875,546.81,468.78,Bronze
C00919,Indore,website,661,83,28,10051.97,359.0,577,660,35.71,16.5,1108.25,99.23,1.456,0.0,0.0,0.0,21,0.032,1,3,5,5,13,4.333333333333333,1,Champions,#2ECC71,0.876486243906374,High Risk,577,0.04852686308492201,0.5276955701815529,0.910725,3055.91,3103.6,Silver
C00920,Mumbai,website,618,524,2,838.12,419.06,4,528,100.0,15.0,517.64,320.48,2.0,0.0,0.0,0.0,5,0.0,1,1,2,2,5,1.6666666666666667,2,At Risk,#E74C3C,1.0,High Risk,4,0.5,0.017674065888079578,0.75,1013.76,963.46,Bronze
C00921,Kolkata,instagram,302,48,10,4055.4,405.54,186,234,20.0,7.5,754.81,127.08,1.613,0.0,0.0,0.0,13,0.492,0,3,3,4,10,3.3333333333333335,4,Promising,#F39C12,0.009043599665066578,Low Risk,186,0.053763440860215055,0.690956439983888,0.95,5223.82,5374.95,Gold
C00922,Bangalore,referral,776,650,1,108.91,108.91,0,650,100.0,20.0,108.91,108.91,1.0,1.0,0.0,0.0,1,0.0,1,1,1,1,3,1.0,2,At Risk,#E74C3C,0.9999204671458316,High Risk,1,1.0,0.006697218616039636,0.75,199.67,43.02,Bronze
C00923,Kolkata,instagram,428,7,16,6998.08,437.38,403,410,37.5,15.0,1806.48,97.88,1.191,0.0,0.0,0.0,19,0.241,0,5,4,4,13,4.333333333333333,0,Loyal Customers,#3498DB,0.0050461269400625865,Low Risk,403,0.03970223325062035,0.9475160078148386,0.90625,5442.54,5141.92,Gold
C00924,Pune,referral,123,27,4,1922.18,480.55,76,103,25.0,20.0,673.49,299.14,1.579,0.0,0.0,0.0,8,0.694,0,4,2,3,9,3.0,4,Promising,#F39C12,0.022329446427719273,Low Risk,76,0.05263157894736842,0.8122523963562355,0.9375,7029.75,7425.61,Platinum
C00925,Bangalore,distributor,600,17,21,9881.57,470.55,557,574,23.81,10.0,1370.21,75.26,1.131,0.0,0.0,0.0,17,0.033,0,4,5,5,14,4.666666666666667,1,Champions,#2ECC71,0.026015715448546188,Low Risk,557,0.03770197486535009,0.8772811111231658,0.940475,5342.55,5205.95,Gold
C00926,Mumbai,website,98,37,1,523.86,523.86,0,37,0.0,0.0,523.86,523.86,1.0,0.0,0.0,0.0,3,1.0,0,3,1,1,5,1.6666666666666667,4,Promising,#F39C12,0.07109427615574174,Low Risk,1,1.0,0.7520439537809918,1.0,143797.5,141917.07,Platinum
C00927,Delhi,website,357,31,4,1338.08,334.52,238,269,25.0,20.0,684.41,106.27,0.504,0.0,0.0,0.0,9,0.202,0,4,2,2,8,2.6666666666666665,0,Loyal Customers,#3498DB,0.0214856181218999,Low Risk,238,0.01680672268907563,0.7876112128976197,0.9375,1515.24,1366.66,Bronze
C00928,Hyderabad,website,280,263,1,201.82,201.82,0,263,100.0,10.0,201.82,201.82,1.0,0.0,1.0,0.0,1,0.0,1,2,1,1,4,1.3333333333333333,2,At Risk,#E74C3C,0.9993661279991494,High Risk,1,1.0,0.1319238925453882,0.75,7288.56,7982.42,Platinum
C00929,Chennai,instagram,180,155,1,226.7,226.7,0,155,100.0,15.0,226.7,226.7,1.0,1.0,0.0,0.0,1,0.0,1,2,1,1,4,1.3333333333333333,2,At Risk,#E74C3C,0.9980832273230198,High Risk,1,1.0,0.3030815167033862,0.75,18808.97,17819.64,Platinum
C00930,Delhi,website,866,657,2,1183.95,591.98,5,662,50.0,5.0,880.16,303.79,2.0,0.0,0.0,0.0,4,0.0,1,1,2,2,5,1.6666666666666667,3,Discount Dependent,#E67E22,0.9992023133093937,High Risk,5,0.4,0.006345721846533091,0.875,479.9,725.14,Bronze
C00931,Mumbai,modern_trade,676,4,46,21264.81,462.28,642,646,32.61,13.67,990.51,83.57,2.15,0.0,0.0,0.0,24,0.213,0,5,5,5,15,5.0,1,Champions,#2ECC71,0.004121136642424111,Low Risk,642,0.07165109034267912,0.969663144646718,0.918475,10767.35,10571.38,Platinum
C00932,Pune,instagram,864,28,27,10785.32,399.46,811,839,33.33,16.11,967.75,70.42,0.999,0.0,0.0,0.0,21,0.086,0,4,5,5,14,4.666666666666667,1,Champions,#2ECC71,0.0047339649965971705,Low Risk,811,0.03329223181257707,0.8060207523233376,0.916675,3586.5,3326.51,Silver
C00933,Ahmedabad,modern_trade,714,23,29,12119.79,417.92,691,714,24.14,12.14,802.51,82.35,1.259,0.0,0.0,0.0,23,0.16,0,4,5,5,14,4.666666666666667,1,Champions,#2ECC71,0.003688902886355506,Low Risk,691,0.041968162083936326,0.837664503225156,0.93965,5038.97,5025.9,Gold
C00934,Hyderabad,website,828,650,1,414.7,414.7,0,650,0.0,0.0,414.7,414.7,1.0,1.0,0.0,0.0,2,0.0,1,1,1,1,3,1.0,3,Discount Dependent,#E67E22,0.9995738946757862,High Risk,1,1.0,0.006697218616039636,1.0,1013.73,1502.37,Silver
